    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.252020e-01         1.410799e-05         1.243043e-01         1.689198e-02        -8.104217e-04
   631.338         1.214920e-01         1.328428e-05         1.239527e-01         1.684070e-02        -8.076160e-04
   632.164         1.241440e-01         1.387056e-05         1.238926e-01         1.683051e-02        -8.069069e-04
   632.991         1.203670e-01         1.303939e-05         1.242231e-01         1.687230e-02        -8.090845e-04
   633.817         1.272260e-01         1.456781e-05         1.245727e-01         1.691502e-02        -8.115747e-04
   634.643         1.245750e-01         1.396704e-05         1.246443e-01         1.691905e-02        -8.122975e-04
   635.470         1.208590e-01         1.314621e-05         1.246284e-01         1.691108e-02        -8.125612e-04
   636.296         1.252270e-01         1.411362e-05         1.249240e-01         1.694650e-02        -8.150809e-04
   637.122         1.270190e-01         1.452044e-05         1.255630e-01         1.703096e-02        -8.199125e-04
   637.948         1.244410e-01         1.393701e-05         1.260559e-01         1.709795e-02        -8.234243e-04
   638.775         1.245190e-01         1.395448e-05         1.259479e-01         1.708347e-02        -8.221347e-04
   639.601         1.259260e-01         1.427162e-05         1.253504e-01         1.700071e-02        -8.162084e-04
   640.427         1.246670e-01         1.398767e-05         1.247415e-01         1.691590e-02        -8.083482e-04
   641.253         1.226770e-01         1.354468e-05         1.244250e-01         1.687366e-02        -8.007353e-04
   642.079         1.281190e-01         1.477303e-05         1.243576e-01         1.687021e-02        -7.936622e-04
   642.905         1.248120e-01         1.402023e-05         1.243056e-01         1.687422e-02        -7.859593e-04
   643.732         1.237510e-01         1.378288e-05         1.239823e-01         1.684701e-02        -7.760895e-04
   644.558         1.219430e-01         1.338309e-05         1.231755e-01         1.676127e-02        -7.633875e-04
   645.384         1.213440e-01         1.325193e-05         1.219376e-01         1.662588e-02        -7.486760e-04
   646.210         1.184260e-01         1.262225e-05         1.206639e-01         1.649140e-02        -7.342388e-04
   647.036         1.191710e-01         1.278155e-05         1.197714e-01         1.640458e-02        -7.221015e-04
   647.862         1.190200e-01         1.274918e-05         1.192940e-01         1.635864e-02        -7.120969e-04
   648.688         1.189050e-01         1.272456e-05         1.189926e-01         1.631652e-02        -7.030373e-04
   649.514         1.169300e-01         1.230536e-05         1.188446e-01         1.628196e-02        -6.959873e-04
   650.340         1.202750e-01         1.301947e-05         1.190990e-01         1.630255e-02        -6.939674e-04
   651.166         1.203800e-01         1.304221e-05         1.197500e-01         1.638562e-02        -6.972983e-04
   651.992         1.201070e-01         1.298312e-05         1.203618e-01         1.646901e-02        -7.021022e-04
   652.818         1.196270e-01         1.287956e-05         1.203435e-01         1.646744e-02        -7.034707e-04
   653.644         1.186930e-01         1.267923e-05         1.190485e-01         1.629360e-02        -6.973671e-04
   654.470         1.152870e-01         1.196198e-05         1.161464e-01         1.590313e-02        -6.821483e-04
   655.296         1.120210e-01         1.129383e-05         1.125113e-01         1.541095e-02        -6.627586e-04
   656.122         1.098000e-01         1.085044e-05         1.102520e-01         1.510012e-02        -6.511563e-04
   656.948         1.111450e-01         1.111789e-05         1.109287e-01         1.518326e-02        -6.565068e-04
   657.774         1.137600e-01         1.164720e-05         1.139074e-01         1.557654e-02        -6.753500e-04
   658.599         1.176060e-01         1.244805e-05         1.172066e-01         1.601252e-02        -6.959852e-04
   659.425         1.198600e-01         1.292978e-05         1.195723e-01         1.632186e-02        -7.107767e-04
   660.251         1.216060e-01         1.330922e-05         1.209941e-01         1.650397e-02        -7.198070e-04
   661.077         1.218360e-01         1.335961e-05         1.218390e-01         1.660972e-02        -7.257355e-04
   661.903         1.224680e-01         1.349857e-05         1.222126e-01         1.665456e-02        -7.293639e-04
   662.728         1.225140e-01         1.350871e-05         1.221049e-01         1.663776e-02        -7.304624e-04
   663.554         1.220630e-01         1.340944e-05         1.217206e-01         1.658665e-02        -7.302579e-04
   664.380         1.218930e-01         1.337211e-05         1.214027e-01         1.654593e-02        -7.308109e-04
   665.206         1.222300e-01         1.344616e-05         1.212831e-01         1.653118e-02        -7.323695e-04
   666.031         1.221970e-01         1.343890e-05         1.212310e-01         1.652315e-02        -7.333800e-04
   666.857         1.216710e-01         1.332345e-05         1.211703e-01         1.651123e-02        -7.333118e-04
   667.683         1.219100e-01         1.337584e-05         1.211900e-01         1.650878e-02        -7.334350e-04
   668.508         1.219040e-01         1.337453e-05         1.212679e-01         1.651574e-02        -7.343498e-04
   669.334         1.219070e-01         1.337518e-05         1.211838e-01         1.650424e-02        -7.347023e-04
  1503.952         1.263820e-02         1.437517e-07         1.325364e-02         1.459146e-03        -3.906015e-04
  1509.148         1.487820e-02         1.992248e-07         1.517960e-02         1.670555e-03        -4.313524e-04
  1514.333         1.563880e-02         2.201149e-07         1.574815e-02         1.742062e-03        -4.339801e-04
  1519.509         1.636970e-02         2.411704e-07         1.661152e-02         1.867705e-03        -4.461843e-04
  1524.675         1.685940e-02         2.558154e-07         1.703289e-02         1.911154e-03        -4.470087e-04
  1529.831         1.712920e-02         2.640685e-07         1.708972e-02         1.946138e-03        -4.405518e-04
  1534.978         1.732600e-02         2.701712e-07         1.745519e-02         2.031070e-03        -4.419458e-04
  1540.114         1.809800e-02         2.947838e-07         1.757813e-02         2.051054e-03        -4.341682e-04
  1545.242         1.843950e-02         3.060136e-07         1.811946e-02         2.135034e-03        -4.385216e-04
  1550.360         1.837770e-02         3.039659e-07         1.809110e-02         2.146390e-03        -4.287629e-04
  1555.468         1.773340e-02         2.830261e-07         1.788073e-02         2.146915e-03        -4.185179e-04
  1560.567         1.819740e-02         2.980308e-07         1.819192e-02         2.181070e-03        -4.182555e-04
  1565.657         1.785240e-02         2.868374e-07         1.774330e-02         2.152194e-03        -4.008643e-04
  1570.738         1.723480e-02         2.673345e-07         1.709026e-02         2.078394e-03        -3.783442e-04
  1575.809         1.631650e-02         2.396054e-07         1.649264e-02         2.008708e-03        -3.616194e-04
  1580.872         1.709970e-02         2.631598e-07         1.726528e-02         2.136485e-03        -3.761239e-04
  1585.926         1.748400e-02         2.751212e-07         1.751819e-02         2.178642e-03        -3.742882e-04
  1590.971         1.744430e-02         2.738732e-07         1.705795e-02         2.129358e-03        -3.577445e-04
  1596.007         1.742370e-02         2.732268e-07         1.739865e-02         2.175958e-03        -3.609140e-04
  1601.035         1.669840e-02         2.509529e-07         1.681742e-02         2.104690e-03        -3.448136e-04
  1606.054         1.700170e-02         2.601520e-07         1.692933e-02         2.106300e-03        -3.424881e-04
  1611.064         1.667100e-02         2.501300e-07         1.659231e-02         2.087576e-03        -3.339618e-04
  1616.066         1.696500e-02         2.590301e-07         1.688128e-02         2.144682e-03        -3.380291e-04
  1621.060         1.742140e-02         2.731547e-07         1.718248e-02         2.174413e-03        -3.404039e-04
  1626.045         1.783330e-02         2.862239e-07         1.762000e-02         2.228060e-03        -3.465781e-04
  1631.023         1.774200e-02         2.833007e-07         1.744529e-02         2.208747e-03        -3.413509e-04
  1635.992         1.702190e-02         2.607706e-07         1.684046e-02         2.158831e-03        -3.303104e-04
  1640.954         1.611580e-02         2.337471e-07         1.603633e-02         2.075222e-03        -3.148511e-04
  1645.907         1.655270e-02         2.465927e-07         1.639591e-02         2.097274e-03        -3.188466e-04
  1650.852         1.656380e-02         2.469235e-07         1.638095e-02         2.099821e-03        -3.174145e-04
  1655.790         1.664210e-02         2.492635e-07         1.645817e-02         2.112905e-03        -3.166259e-04
