    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.154330e-02         7.542158e-06         9.079472e-02         1.816748e-02        -6.882711e-04
   631.338         9.085760e-02         7.429593e-06         9.054079e-02         1.811564e-02        -6.865397e-04
   632.164         9.053420e-02         7.376797e-06         9.049896e-02         1.810699e-02        -6.863984e-04
   632.991         8.976540e-02         7.252044e-06         9.074727e-02         1.815311e-02        -6.882926e-04
   633.817         9.178670e-02         7.582318e-06         9.101380e-02         1.819965e-02        -6.901361e-04
   634.643         9.173190e-02         7.573267e-06         9.107739e-02         1.820469e-02        -6.903937e-04
   635.470         9.186100e-02         7.594599e-06         9.107504e-02         1.819722e-02        -6.901678e-04
   636.296         9.184640e-02         7.592185e-06         9.129764e-02         1.823657e-02        -6.916003e-04
   637.122         9.217030e-02         7.645828e-06         9.176802e-02         1.832869e-02        -6.949570e-04
   637.948         8.820170e-02         7.001586e-06         9.212880e-02         1.840221e-02        -6.978225e-04
   638.775         9.346880e-02         7.862775e-06         9.205033e-02         1.838838e-02        -6.977755e-04
   639.601         9.495100e-02         8.114123e-06         9.161615e-02         1.830080e-02        -6.951212e-04
   640.427         9.202900e-02         7.622403e-06         9.117315e-02         1.820991e-02        -6.922161e-04
   641.253         8.607080e-02         6.667364e-06         9.093839e-02         1.816365e-02        -6.908150e-04
   642.079         9.046370e-02         7.365313e-06         9.087718e-02         1.815839e-02        -6.908174e-04
   642.905         9.006610e-02         7.300712e-06         9.081802e-02         1.816058e-02        -6.909263e-04
   643.732         8.978580e-02         7.255341e-06         9.054928e-02         1.812901e-02        -6.896315e-04
   644.558         9.118040e-02         7.482479e-06         8.991074e-02         1.803494e-02        -6.859631e-04
   645.384         9.197840e-02         7.614023e-06         8.893793e-02         1.788770e-02        -6.803428e-04
   646.210         8.815990e-02         6.994951e-06         8.792808e-02         1.774117e-02        -6.748613e-04
   647.036         8.775050e-02         6.930135e-06         8.720618e-02         1.764610e-02        -6.714908e-04
   647.862         8.733490e-02         6.864646e-06         8.681758e-02         1.759643e-02        -6.699544e-04
   648.688         8.603270e-02         6.661463e-06         8.659565e-02         1.755293e-02        -6.686139e-04
   649.514         8.691030e-02         6.798060e-06         8.651126e-02         1.751899e-02        -6.675426e-04
   650.340         8.684580e-02         6.787974e-06         8.672148e-02         1.754428e-02        -6.687547e-04
   651.166         8.780550e-02         6.938825e-06         8.720680e-02         1.763564e-02        -6.725570e-04
   651.992         8.833350e-02         7.022527e-06         8.765430e-02         1.772633e-02        -6.762432e-04
   652.818         8.808490e-02         6.983055e-06         8.764132e-02         1.772516e-02        -6.762379e-04
   653.644         8.587300e-02         6.636755e-06         8.669445e-02         1.753819e-02        -6.690947e-04
   654.470         8.468860e-02         6.454943e-06         8.457116e-02         1.711775e-02        -6.531224e-04
   655.296         8.219100e-02         6.079824e-06         8.191702e-02         1.658816e-02        -6.329966e-04
   656.122         7.959580e-02         5.701942e-06         8.027822e-02         1.625436e-02        -6.202846e-04
   656.948         8.046210e-02         5.826735e-06         8.079296e-02         1.634479e-02        -6.238184e-04
