    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.731640e-01         2.698719e-05         1.700798e-01         1.573643e-02        -3.266489e-03
   631.338         1.675330e-01         2.526058e-05         1.696097e-01         1.569321e-02        -3.261054e-03
   632.164         1.675400e-01         2.526269e-05         1.695385e-01         1.568634e-02        -3.262401e-03
   632.991         1.700360e-01         2.602102e-05         1.699942e-01         1.572542e-02        -3.272286e-03
   633.817         1.704870e-01         2.615924e-05         1.704698e-01         1.576440e-02        -3.281321e-03
   634.643         1.742040e-01         2.731233e-05         1.705646e-01         1.576809e-02        -3.283709e-03
   635.470         1.741680e-01         2.730104e-05         1.705428e-01         1.576160e-02        -3.286259e-03
   636.296         1.710010e-01         2.631721e-05         1.709501e-01         1.579544e-02        -3.298848e-03
   637.122         1.733580e-01         2.704770e-05         1.718307e-01         1.587373e-02        -3.319948e-03
   637.948         1.746890e-01         2.746462e-05         1.725149e-01         1.593433e-02        -3.335441e-03
   638.775         1.737490e-01         2.716984e-05         1.723771e-01         1.591869e-02        -3.334509e-03
   639.601         1.656200e-01         2.468699e-05         1.715667e-01         1.584010e-02        -3.321641e-03
   640.427         1.711180e-01         2.635323e-05         1.707409e-01         1.576017e-02        -3.309714e-03
   641.253         1.713160e-01         2.641425e-05         1.703227e-01         1.571994e-02        -3.306666e-03
   642.079         1.711780e-01         2.637172e-05         1.702569e-01         1.571582e-02        -3.311738e-03
   642.905         1.685910e-01         2.558063e-05         1.702253e-01         1.571891e-02        -3.318785e-03
   643.732         1.749220e-01         2.753794e-05         1.698391e-01         1.569386e-02        -3.319756e-03
   644.558         1.640180e-01         2.421171e-05         1.688146e-01         1.561566e-02        -3.308906e-03
   645.384         1.639330e-01         2.418663e-05         1.672277e-01         1.549173e-02        -3.287775e-03
   646.210         1.634580e-01         2.404667e-05         1.656070e-01         1.536763e-02        -3.266029e-03
   647.036         1.626420e-01         2.380718e-05         1.644942e-01         1.528649e-02        -3.252809e-03
   647.862         1.619110e-01         2.359365e-05         1.639057e-01         1.524290e-02        -3.247385e-03
   648.688         1.627740e-01         2.384584e-05         1.635039e-01         1.520348e-02        -3.243769e-03
   649.514         1.638460e-01         2.416096e-05         1.632770e-01         1.517221e-02        -3.243664e-03
   650.340         1.651440e-01         2.454529e-05         1.636044e-01         1.519310e-02        -3.255598e-03
   651.166         1.622400e-01         2.368964e-05         1.644998e-01         1.527211e-02        -3.279074e-03
   651.992         1.643240e-01         2.430214e-05         1.653566e-01         1.535061e-02        -3.300880e-03
   652.818         1.650420e-01         2.451498e-05         1.653501e-01         1.534910e-02        -3.304608e-03
   653.644         1.633160e-01         2.400490e-05         1.635950e-01         1.518644e-02        -3.273876e-03
   654.470         1.592030e-01         2.281104e-05         1.596397e-01         1.482157e-02        -3.200501e-03
   655.296         1.543890e-01         2.145237e-05         1.546735e-01         1.436189e-02        -3.107330e-03
   656.122         1.511700e-01         2.056713e-05         1.515789e-01         1.407140e-02        -3.050489e-03
   656.948         1.525590e-01         2.094682e-05         1.524981e-01         1.414807e-02        -3.072236e-03
   657.774         1.564200e-01         2.202049e-05         1.565689e-01         1.451343e-02        -3.155572e-03
   658.599         1.617000e-01         2.353220e-05         1.610791e-01         1.491828e-02        -3.246634e-03
   659.425         1.643580e-01         2.431220e-05         1.643099e-01         1.520532e-02        -3.311448e-03
