    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.180530e-01         4.279240e-05         2.230479e-01         1.144320e-02        -3.444934e-03
   631.338         2.203480e-01         4.369792e-05         2.224222e-01         1.140954e-02        -3.438672e-03
   632.164         2.251060e-01         4.560544e-05         2.223203e-01         1.140297e-02        -3.439274e-03
   632.991         2.199750e-01         4.355010e-05         2.229036e-01         1.143051e-02        -3.449180e-03
   633.817         2.224880e-01         4.455082e-05         2.235087e-01         1.145801e-02        -3.458897e-03
   634.643         2.195450e-01         4.338001e-05         2.236148e-01         1.145985e-02        -3.461606e-03
   635.470         2.281320e-01         4.683979e-05         2.235700e-01         1.145451e-02        -3.463227e-03
   636.296         2.290710e-01         4.722617e-05         2.240896e-01         1.147831e-02        -3.473830e-03
   637.122         2.309080e-01         4.798665e-05         2.252316e-01         1.153403e-02        -3.493488e-03
   637.948         2.305930e-01         4.785582e-05         2.261185e-01         1.157700e-02        -3.509591e-03
   638.775         2.260950e-01         4.600705e-05         2.259285e-01         1.156480e-02        -3.510329e-03
   639.601         2.239250e-01         4.512817e-05         2.248554e-01         1.150694e-02        -3.497721e-03
   640.427         2.253170e-01         4.569098e-05         2.237628e-01         1.144872e-02        -3.484181e-03
   641.253         2.244830e-01         4.535336e-05         2.232101e-01         1.142031e-02        -3.479380e-03
   642.079         2.286030e-01         4.703340e-05         2.231287e-01         1.141807e-02        -3.483639e-03
   642.905         2.201060e-01         4.360199e-05         2.231029e-01         1.141963e-02        -3.490224e-03
   643.732         2.200860e-01         4.359406e-05         2.226262e-01         1.139935e-02        -3.490335e-03
   644.558         2.194010e-01         4.332312e-05         2.213329e-01         1.134025e-02        -3.478333e-03
   645.384         2.225760e-01         4.458607e-05         2.193256e-01         1.124826e-02        -3.456534e-03
   646.210         2.168790e-01         4.233285e-05         2.172862e-01         1.115641e-02        -3.435759e-03
   647.036         2.123480e-01         4.058251e-05         2.159008e-01         1.109615e-02        -3.425586e-03
   647.862         2.178950e-01         4.273041e-05         2.151664e-01         1.106358e-02        -3.423561e-03
   648.688         2.121470e-01         4.050571e-05         2.146310e-01         1.103374e-02        -3.420674e-03
   649.514         2.118600e-01         4.039619e-05         2.142953e-01         1.100891e-02        -3.417766e-03
   650.340         2.166510e-01         4.224389e-05         2.146874e-01         1.102164e-02        -3.426106e-03
   651.166         2.155150e-01         4.180204e-05         2.158430e-01         1.107737e-02        -3.447889e-03
   651.992         2.171950e-01         4.245630e-05         2.169598e-01         1.113404e-02        -3.469524e-03
   652.818         2.174440e-01         4.255370e-05         2.169451e-01         1.113356e-02        -3.472800e-03
   653.644         2.143240e-01         4.134130e-05         2.146407e-01         1.101631e-02        -3.439720e-03
   654.470         2.093420e-01         3.944167e-05         2.094574e-01         1.075178e-02        -3.360978e-03
   655.296         2.020560e-01         3.674396e-05         2.029453e-01         1.041745e-02        -3.260478e-03
   656.122         1.985660e-01         3.548561e-05         1.988735e-01         1.020499e-02        -3.198102e-03
   656.948         1.999240e-01         3.597265e-05         2.000496e-01         1.025880e-02        -3.219145e-03
   657.774         2.048210e-01         3.775648e-05         2.053499e-01         1.052274e-02        -3.306021e-03
   658.599         2.101060e-01         3.973008e-05         2.112249e-01         1.081618e-02        -3.402545e-03
   659.425         2.145870e-01         4.144282e-05         2.154239e-01         1.102463e-02        -3.473962e-03
   660.251         2.183010e-01         4.288979e-05         2.179292e-01         1.114783e-02        -3.521092e-03
   661.077         2.196530e-01         4.342270e-05         2.194090e-01         1.122039e-02        -3.553927e-03
   661.903         2.212130e-01         4.404167e-05         2.200653e-01         1.125261e-02        -3.572666e-03
   662.728         2.208580e-01         4.390043e-05         2.198817e-01         1.124268e-02        -3.574168e-03
   663.554         2.188450e-01         4.310382e-05         2.192135e-01         1.120744e-02        -3.564522e-03
   664.380         2.189030e-01         4.312667e-05         2.186631e-01         1.117695e-02        -3.556360e-03
   665.206         2.184010e-01         4.292910e-05         2.184619e-01         1.116339e-02        -3.555803e-03
   666.031         2.189070e-01         4.312825e-05         2.183775e-01         1.115567e-02        -3.559408e-03
   666.857         2.194630e-01         4.334761e-05         2.182759e-01         1.114708e-02        -3.563836e-03
   667.683         2.183100e-01         4.289333e-05         2.183194e-01         1.114545e-02        -3.570643e-03
   668.508         2.193520e-01         4.330377e-05         2.184743e-01         1.114933e-02        -3.579367e-03
   669.334         2.198060e-01         4.348321e-05         2.183502e-01         1.114004e-02        -3.583819e-03
  1503.952         2.647330e-02         6.307521e-07         2.783698e-02         8.713537e-04        -1.808443e-03
  1509.148         3.063400e-02         8.445978e-07         3.158091e-02         1.000197e-03        -1.994061e-03
  1514.333         3.215700e-02         9.306654e-07         3.256439e-02         1.045230e-03        -2.007387e-03
  1519.509         3.399370e-02         1.040014e-06         3.427044e-02         1.116810e-03        -2.067959e-03
  1524.675         3.512820e-02         1.110591e-06         3.493769e-02         1.146263e-03        -2.073268e-03
  1529.831         3.500800e-02         1.103004e-06         3.504655e-02         1.165333e-03        -2.048634e-03
