    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.617810e-01         2.355578e-05         1.607744e-01         1.531948e-02        -1.020445e-03
   631.338         1.601860e-01         2.309360e-05         1.603187e-01         1.527491e-02        -1.018526e-03
   632.164         1.604660e-01         2.317440e-05         1.602418e-01         1.526694e-02        -1.020791e-03
   632.991         1.615100e-01         2.347693e-05         1.606650e-01         1.530490e-02        -1.026749e-03
   633.817         1.657160e-01         2.471561e-05         1.611083e-01         1.534275e-02        -1.032691e-03
   634.643         1.550440e-01         2.163478e-05         1.611920e-01         1.534554e-02        -1.036270e-03
   635.470         1.617330e-01         2.354181e-05         1.611648e-01         1.533814e-02        -1.039639e-03
   636.296         1.629810e-01         2.390653e-05         1.615428e-01         1.537042e-02        -1.046481e-03
   637.122         1.624790e-01         2.375948e-05         1.623675e-01         1.544693e-02        -1.056979e-03
   637.948         1.592990e-01         2.283855e-05         1.630059e-01         1.550742e-02        -1.066680e-03
   638.775         1.637990e-01         2.414710e-05         1.628670e-01         1.549431e-02        -1.071046e-03
   639.601         1.643730e-01         2.431663e-05         1.620921e-01         1.541961e-02        -1.070063e-03
   640.427         1.606360e-01         2.322353e-05         1.613011e-01         1.534286e-02        -1.067350e-03
   641.253         1.629480e-01         2.389685e-05         1.608926e-01         1.530358e-02        -1.065706e-03
   642.079         1.647560e-01         2.443009e-05         1.608145e-01         1.529793e-02        -1.065365e-03
   642.905         1.593640e-01         2.285720e-05         1.607664e-01         1.529881e-02        -1.065400e-03
   643.732         1.559900e-01         2.189959e-05         1.603806e-01         1.527344e-02        -1.064388e-03
   644.558         1.590150e-01         2.275719e-05         1.593881e-01         1.519785e-02        -1.060611e-03
   645.384         1.572450e-01         2.225339e-05         1.578603e-01         1.507799e-02        -1.053879e-03
   646.210         1.567330e-01         2.210871e-05         1.562981e-01         1.495722e-02        -1.046858e-03
   647.036         1.561050e-01         2.193189e-05         1.552180e-01         1.487793e-02        -1.042446e-03
   647.862         1.535680e-01         2.122482e-05         1.546402e-01         1.483568e-02        -1.040425e-03
   648.688         1.515210e-01         2.066275e-05         1.542477e-01         1.479781e-02        -1.038714e-03
   649.514         1.547870e-01         2.156311e-05         1.540264e-01         1.476714e-02        -1.037597e-03
   650.340         1.547120e-01         2.154222e-05         1.543286e-01         1.478603e-02        -1.039960e-03
   651.166         1.549960e-01         2.162138e-05         1.551638e-01         1.486081e-02        -1.046309e-03
   651.992         1.554660e-01         2.175271e-05         1.559609e-01         1.493508e-02        -1.052930e-03
   652.818         1.544690e-01         2.147460e-05         1.559439e-01         1.493161e-02        -1.054573e-03
   653.644         1.532360e-01         2.113314e-05         1.542772e-01         1.477171e-02        -1.045694e-03
   654.470         1.484970e-01         1.984622e-05         1.505345e-01         1.441615e-02        -1.023364e-03
   655.296         1.452020e-01         1.897526e-05         1.458391e-01         1.397003e-02        -9.947607e-04
   656.122         1.433350e-01         1.849043e-05         1.429116e-01         1.368971e-02        -9.778161e-04
   656.948         1.427760e-01         1.834649e-05         1.437720e-01         1.376669e-02        -9.859691e-04
   657.774         1.471940e-01         1.949947e-05         1.476059e-01         1.412413e-02        -1.013755e-03
   658.599         1.514150e-01         2.063385e-05         1.518541e-01         1.451951e-02        -1.044055e-03
   659.425         1.550360e-01         2.163255e-05         1.548953e-01         1.479930e-02        -1.066054e-03
   660.251         1.574370e-01         2.230777e-05         1.567163e-01         1.496309e-02        -1.079793e-03
   661.077         1.578020e-01         2.241132e-05         1.577951e-01         1.505750e-02        -1.088883e-03
   661.903         1.586860e-01         2.266312e-05         1.582731e-01         1.509673e-02        -1.094840e-03
   662.728         1.588700e-01         2.271571e-05         1.581376e-01         1.507966e-02        -1.097797e-03
   663.554         1.580960e-01         2.249491e-05         1.576489e-01         1.503080e-02        -1.099072e-03
   664.380         1.572210e-01         2.224660e-05         1.572456e-01         1.499141e-02        -1.100790e-03
   665.206         1.573810e-01         2.229190e-05         1.570959e-01         1.497695e-02        -1.103687e-03
   666.031         1.566800e-01         2.209376e-05         1.570316e-01         1.497108e-02        -1.107249e-03
   666.857         1.578040e-01         2.241189e-05         1.569554e-01         1.496395e-02        -1.111658e-03
   667.683         1.577590e-01         2.239911e-05         1.569832e-01         1.496527e-02        -1.117202e-03
   668.508         1.572200e-01         2.224632e-05         1.570890e-01         1.497194e-02        -1.122096e-03
   669.334         1.579770e-01         2.246106e-05         1.569895e-01         1.495871e-02        -1.123667e-03
  1503.952         1.733140e-02         2.703397e-07         1.837321e-02         1.299488e-03        -7.405585e-04
  1509.148         1.992740e-02         3.573911e-07         2.094725e-02         1.489963e-03        -8.167966e-04
  1514.333         2.119210e-02         4.041946e-07         2.166907e-02         1.554387e-03        -8.217471e-04
  1519.509         2.248790e-02         4.551351e-07         2.284291e-02         1.663197e-03        -8.463747e-04
  1524.675         2.340660e-02         4.930820e-07         2.335997e-02         1.704094e-03        -8.562993e-04
  1529.831         2.383330e-02         5.112236e-07         2.345048e-02         1.732875e-03        -8.542181e-04
  1534.978         2.414440e-02         5.246568e-07         2.398323e-02         1.803664e-03        -8.590582e-04
  1540.114         2.450230e-02         5.403264e-07         2.409978e-02         1.823044e-03        -8.449103e-04
  1545.242         2.511940e-02         5.678858e-07         2.482686e-02         1.896738e-03        -8.540443e-04
  1550.360         2.470790e-02         5.494323e-07         2.476169e-02         1.907266e-03        -8.356029e-04
  1555.468         2.479320e-02         5.532325e-07         2.448265e-02         1.905610e-03        -8.142269e-04
  1560.567         2.543440e-02         5.822178e-07         2.485372e-02         1.938366e-03        -8.125905e-04
  1565.657         2.448610e-02         5.396122e-07         2.425381e-02         1.911535e-03        -7.822473e-04
  1570.738         2.310390e-02         4.804112e-07         2.333449e-02         1.848114e-03        -7.412854e-04
  1575.809         2.237380e-02         4.505282e-07         2.249619e-02         1.786240e-03        -7.060140e-04
  1580.872         2.406720e-02         5.213071e-07         2.359459e-02         1.896785e-03        -7.343841e-04
  1585.926         2.398850e-02         5.179033e-07         2.392312e-02         1.933741e-03        -7.330987e-04
  1590.971         2.381620e-02         5.104902e-07         2.327357e-02         1.890187e-03        -7.029848e-04
