    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.731640e-01         2.698719e-05         1.702696e-01         1.569618e-02        -3.297171e-03
   631.338         1.675330e-01         2.526058e-05         1.697986e-01         1.565022e-02        -3.289239e-03
   632.164         1.675400e-01         2.526269e-05         1.697270e-01         1.564069e-02        -3.289279e-03
   632.991         1.700360e-01         2.602102e-05         1.701830e-01         1.567821e-02        -3.299438e-03
   633.817         1.704870e-01         2.615924e-05         1.706590e-01         1.571699e-02        -3.309587e-03
   634.643         1.742040e-01         2.731233e-05         1.707537e-01         1.572111e-02        -3.312785e-03
   635.470         1.741680e-01         2.730104e-05         1.707315e-01         1.571500e-02        -3.315076e-03
   636.296         1.710010e-01         2.631721e-05         1.711390e-01         1.574936e-02        -3.326556e-03
   637.122         1.733580e-01         2.704770e-05         1.720204e-01         1.582884e-02        -3.346557e-03
   637.948         1.746890e-01         2.746462e-05         1.727053e-01         1.589115e-02        -3.361127e-03
   638.775         1.737490e-01         2.716984e-05         1.725672e-01         1.587683e-02        -3.358665e-03
   639.601         1.656200e-01         2.468699e-05         1.717557e-01         1.579864e-02        -3.343979e-03
   640.427         1.711180e-01         2.635323e-05         1.709286e-01         1.571808e-02        -3.332310e-03
   641.253         1.713160e-01         2.641425e-05         1.705094e-01         1.567623e-02        -3.333015e-03
   642.079         1.711780e-01         2.637172e-05         1.704429e-01         1.567035e-02        -3.343024e-03
   642.905         1.685910e-01         2.558063e-05         1.704109e-01         1.567300e-02        -3.352374e-03
   643.732         1.749220e-01         2.753794e-05         1.700240e-01         1.564891e-02        -3.351758e-03
   644.558         1.640180e-01         2.421171e-05         1.689984e-01         1.557203e-02        -3.337187e-03
   645.384         1.639330e-01         2.418663e-05         1.674098e-01         1.544934e-02        -3.312522e-03
   646.210         1.634580e-01         2.404667e-05         1.657873e-01         1.532675e-02        -3.288679e-03
   647.036         1.626420e-01         2.380718e-05         1.646732e-01         1.524726e-02        -3.274983e-03
   647.862         1.619110e-01         2.359365e-05         1.640839e-01         1.520494e-02        -3.270277e-03
   648.688         1.627740e-01         2.384584e-05         1.636812e-01         1.516616e-02        -3.267544e-03
   649.514         1.638460e-01         2.416096e-05         1.634534e-01         1.513495e-02        -3.267480e-03
   650.340         1.651440e-01         2.454529e-05         1.637806e-01         1.515553e-02        -3.279046e-03
   651.166         1.622400e-01         2.368964e-05         1.646764e-01         1.523404e-02        -3.303094e-03
   651.992         1.643240e-01         2.430214e-05         1.655338e-01         1.531181e-02        -3.326764e-03
   652.818         1.650420e-01         2.451498e-05         1.655270e-01         1.530923e-02        -3.332913e-03
   653.644         1.633160e-01         2.400490e-05         1.637696e-01         1.514556e-02        -3.304220e-03
   654.470         1.592030e-01         2.281104e-05         1.598098e-01         1.478035e-02        -3.231543e-03
   655.296         1.543890e-01         2.145237e-05         1.548378e-01         1.432095e-02        -3.137284e-03
   656.122         1.511700e-01         2.056713e-05         1.517395e-01         1.403057e-02        -3.078407e-03
   656.948         1.525590e-01         2.094682e-05         1.526593e-01         1.410691e-02        -3.098790e-03
   657.774         1.564200e-01         2.202049e-05         1.567340e-01         1.447254e-02        -3.182555e-03
   658.599         1.617000e-01         2.353220e-05         1.612485e-01         1.487878e-02        -3.275980e-03
   659.425         1.643580e-01         2.431220e-05         1.644824e-01         1.516720e-02        -3.344135e-03
   660.251         1.667660e-01         2.502981e-05         1.664219e-01         1.533697e-02        -3.385258e-03
   661.077         1.669160e-01         2.507486e-05         1.675750e-01         1.543653e-02        -3.408779e-03
   661.903         1.680160e-01         2.540644e-05         1.680924e-01         1.548028e-02        -3.419410e-03
   662.728         1.682100e-01         2.546514e-05         1.679605e-01         1.546519e-02        -3.419134e-03
   663.554         1.678990e-01         2.537107e-05         1.674546e-01         1.541518e-02        -3.413061e-03
   664.380         1.666050e-01         2.498150e-05         1.670392e-01         1.537399e-02        -3.408032e-03
   665.206         1.670840e-01         2.512536e-05         1.668928e-01         1.535962e-02        -3.406451e-03
   666.031         1.670410e-01         2.511243e-05         1.668367e-01         1.535530e-02        -3.406203e-03
   666.857         1.665680e-01         2.497041e-05         1.667679e-01         1.534934e-02        -3.407801e-03
   667.683         1.670950e-01         2.512867e-05         1.668096e-01         1.535143e-02        -3.415470e-03
   668.508         1.670960e-01         2.512897e-05         1.669343e-01         1.535970e-02        -3.428439e-03
   669.334         1.669940e-01         2.509830e-05         1.668419e-01         1.534806e-02        -3.438072e-03
  1503.952         2.207980e-02         4.387658e-07         2.298473e-02         1.622960e-03        -1.547628e-03
  1509.148         2.552970e-02         5.865890e-07         2.604799e-02         1.843328e-03        -1.711419e-03
  1514.333         2.642590e-02         6.284954e-07         2.681831e-02         1.907646e-03        -1.727928e-03
  1519.509         2.791980e-02         7.015637e-07         2.816128e-02         2.023092e-03        -1.785792e-03
  1524.675         2.850790e-02         7.314303e-07         2.869426e-02         2.062339e-03        -1.793976e-03
  1529.831         2.872200e-02         7.424580e-07         2.872700e-02         2.083177e-03        -1.777795e-03
  1534.978         2.926780e-02         7.709437e-07         2.930709e-02         2.151863e-03        -1.795704e-03
  1540.114         2.919240e-02         7.669766e-07         2.935174e-02         2.161797e-03        -1.772112e-03
  1545.242         3.068020e-02         8.471472e-07         3.015671e-02         2.235682e-03        -1.797691e-03
  1550.360         3.020550e-02         8.211350e-07         2.999677e-02         2.234732e-03        -1.765886e-03
  1555.468         2.974350e-02         7.962082e-07         2.960469e-02         2.222349e-03        -1.729099e-03
  1560.567         3.067470e-02         8.468435e-07         2.998058e-02         2.251414e-03        -1.731595e-03
  1565.657         2.947080e-02         7.816752e-07         2.921215e-02         2.209335e-03        -1.675489e-03
  1570.738         2.810350e-02         7.108260e-07         2.805153e-02         2.127858e-03        -1.594346e-03
  1575.809         2.713670e-02         6.627604e-07         2.700449e-02         2.050933e-03        -1.524476e-03
  1580.872         2.842550e-02         7.272081e-07         2.830160e-02         2.168018e-03        -1.593271e-03
  1585.926         2.915430e-02         7.649759e-07         2.864336e-02         2.201371e-03        -1.597817e-03
  1590.971         2.834590e-02         7.231410e-07         2.781672e-02         2.143470e-03        -1.539018e-03
  1596.007         2.887180e-02         7.502228e-07         2.832342e-02         2.186243e-03        -1.557944e-03
  1601.035         2.726440e-02         6.690128e-07         2.732430e-02         2.111151e-03        -1.495797e-03
  1606.054         2.748260e-02         6.797640e-07         2.741026e-02         2.111568e-03        -1.489697e-03
  1611.064         2.740410e-02         6.758862e-07         2.689294e-02         2.084218e-03        -1.459113e-03
  1616.066         2.779250e-02         6.951808e-07         2.738416e-02         2.133041e-03        -1.483991e-03
  1621.060         2.809980e-02         7.106389e-07         2.779730e-02         2.160122e-03        -1.498084e-03
  1626.045         2.882270e-02         7.476732e-07         2.846765e-02         2.210921e-03        -1.529316e-03
  1631.023         2.816790e-02         7.140875e-07         2.816766e-02         2.189258e-03        -1.509804e-03
  1635.992         2.744730e-02         6.780188e-07         2.727245e-02         2.133407e-03        -1.466859e-03
  1640.954         2.597620e-02         6.072867e-07         2.602231e-02         2.045643e-03        -1.401896e-03
  1645.907         2.660870e-02         6.372206e-07         2.648470e-02         2.068867e-03        -1.416448e-03
  1650.852         2.624580e-02         6.199578e-07         2.644696e-02         2.068635e-03        -1.410732e-03
  1655.790         2.691950e-02         6.521935e-07         2.657034e-02         2.079415e-03        -1.416472e-03
