    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.581610e-01         2.251341e-05         1.616914e-01         1.551684e-02        -9.994799e-04
   631.338         1.563110e-01         2.198982e-05         1.612334e-01         1.547160e-02        -9.977604e-04
   632.164         1.599630e-01         2.302935e-05         1.611570e-01         1.546289e-02        -1.000235e-03
   632.991         1.592210e-01         2.281619e-05         1.615837e-01         1.550057e-02        -1.006352e-03
   633.817         1.575670e-01         2.234462e-05         1.620308e-01         1.553880e-02        -1.012551e-03
   634.643         1.629190e-01         2.388834e-05         1.621160e-01         1.554233e-02        -1.016441e-03
   635.470         1.586340e-01         2.264827e-05         1.620898e-01         1.553562e-02        -1.019659e-03
   636.296         1.592370e-01         2.282078e-05         1.624709e-01         1.556830e-02        -1.025454e-03
   637.122         1.593510e-01         2.285347e-05         1.633014e-01         1.564469e-02        -1.034135e-03
   637.948         1.620870e-01         2.364498e-05         1.639447e-01         1.570407e-02        -1.041707e-03
   638.775         1.593870e-01         2.286379e-05         1.638062e-01         1.568892e-02        -1.044233e-03
   639.601         1.625950e-01         2.379342e-05         1.630278e-01         1.561230e-02        -1.042319e-03
   640.427         1.577170e-01         2.238719e-05         1.622331e-01         1.553488e-02        -1.039785e-03
   641.253         1.592730e-01         2.283110e-05         1.618230e-01         1.549665e-02        -1.039205e-03
   642.079         1.620440e-01         2.363243e-05         1.617451e-01         1.549333e-02        -1.040407e-03
   642.905         1.535860e-01         2.122979e-05         1.616975e-01         1.549608e-02        -1.041699e-03
   643.732         1.597000e-01         2.295368e-05         1.613103e-01         1.547022e-02        -1.040904e-03
   644.558         1.570190e-01         2.218947e-05         1.603135e-01         1.539179e-02        -1.036444e-03
   645.384         1.517410e-01         2.072280e-05         1.587786e-01         1.526880e-02        -1.028906e-03
   646.210         1.525060e-01         2.093227e-05         1.572095e-01         1.514646e-02        -1.021428e-03
   647.036         1.529570e-01         2.105626e-05         1.561250e-01         1.506720e-02        -1.016965e-03
   647.862         1.519250e-01         2.077309e-05         1.555450e-01         1.502535e-02        -1.015207e-03
   648.688         1.495530e-01         2.012949e-05         1.551506e-01         1.498730e-02        -1.013884e-03
   649.514         1.525230e-01         2.093694e-05         1.549279e-01         1.495625e-02        -1.013172e-03
   650.340         1.510070e-01         2.052280e-05         1.552318e-01         1.497560e-02        -1.016088e-03
   651.166         1.534860e-01         2.120216e-05         1.560722e-01         1.505196e-02        -1.023197e-03
   651.992         1.519530e-01         2.078074e-05         1.568746e-01         1.512812e-02        -1.030555e-03
   652.818         1.534220e-01         2.118448e-05         1.568582e-01         1.512589e-02        -1.032678e-03
