    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.936280e-01         3.374262e-05         1.926797e-01         1.336020e-02        -1.896116e-03
   631.338         1.959530e-01         3.455782e-05         1.921374e-01         1.332125e-02        -1.895480e-03
   632.164         1.944580e-01         3.403252e-05         1.920484e-01         1.331402e-02        -1.898393e-03
   632.991         1.867890e-01         3.140112e-05         1.925544e-01         1.334656e-02        -1.905878e-03
   633.817         1.896310e-01         3.236392e-05         1.930814e-01         1.337909e-02        -1.912618e-03
   634.643         1.917110e-01         3.307780e-05         1.931772e-01         1.338178e-02        -1.914569e-03
   635.470         1.963700e-01         3.470506e-05         1.931416e-01         1.337673e-02        -1.914964e-03
   636.296         1.861800e-01         3.119669e-05         1.935929e-01         1.340665e-02        -1.920576e-03
   637.122         1.985950e-01         3.549598e-05         1.945810e-01         1.347364e-02        -1.932807e-03
   637.948         1.982710e-01         3.538025e-05         1.953475e-01         1.352408e-02        -1.944542e-03
   638.775         1.967670e-01         3.484553e-05         1.951827e-01         1.350901e-02        -1.948782e-03
   639.601         1.988580e-01         3.559005e-05         1.942540e-01         1.344120e-02        -1.947148e-03
   640.427         1.946140e-01         3.408715e-05         1.933060e-01         1.337327e-02        -1.946515e-03
   641.253         1.918580e-01         3.312854e-05         1.928199e-01         1.333893e-02        -1.950854e-03
   642.079         1.941900e-01         3.393878e-05         1.927355e-01         1.333426e-02        -1.959290e-03
   642.905         1.989720e-01         3.563087e-05         1.926940e-01         1.333532e-02        -1.968303e-03
   643.732         1.897070e-01         3.238987e-05         1.922567e-01         1.331320e-02        -1.973462e-03
   644.558         1.910870e-01         3.286282e-05         1.911055e-01         1.324702e-02        -1.971601e-03
   645.384         1.863820e-01         3.126442e-05         1.893274e-01         1.314241e-02        -1.963889e-03
   646.210         1.870270e-01         3.148119e-05         1.875162e-01         1.303741e-02        -1.956405e-03
   647.036         1.865790e-01         3.133055e-05         1.862749e-01         1.296867e-02        -1.954687e-03
   647.862         1.849750e-01         3.079418e-05         1.856121e-01         1.293174e-02        -1.957534e-03
   648.688         1.823750e-01         2.993458e-05         1.851415e-01         1.289810e-02        -1.959639e-03
   649.514         1.822780e-01         2.990274e-05         1.848562e-01         1.287064e-02        -1.960447e-03
   650.340         1.838390e-01         3.041710e-05         1.851982e-01         1.288656e-02        -1.964798e-03
   651.166         1.849270e-01         3.077820e-05         1.861903e-01         1.295167e-02        -1.972899e-03
   651.992         1.869990e-01         3.147176e-05         1.871436e-01         1.301725e-02        -1.977341e-03
   652.818         1.864940e-01         3.130201e-05         1.871205e-01         1.301584e-02        -1.969228e-03
   653.644         1.833090e-01         3.024197e-05         1.851206e-01         1.287776e-02        -1.939973e-03
   654.470         1.796390e-01         2.904315e-05         1.806348e-01         1.256770e-02        -1.885327e-03
   655.296         1.751700e-01         2.761608e-05         1.750041e-01         1.217721e-02        -1.819029e-03
   656.122         1.709990e-01         2.631659e-05         1.714847e-01         1.193071e-02        -1.774383e-03
   656.948         1.710800e-01         2.634153e-05         1.724987e-01         1.199612e-02        -1.776194e-03
   657.774         1.782270e-01         2.858838e-05         1.770736e-01         1.230680e-02        -1.814518e-03
   658.599         1.825090e-01         2.997858e-05         1.821451e-01         1.265101e-02        -1.858659e-03
   659.425         1.865560e-01         3.132283e-05         1.857707e-01         1.289425e-02        -1.890120e-03
   660.251         1.881620e-01         3.186444e-05         1.879356e-01         1.303592e-02        -1.909608e-03
   661.077         1.895780e-01         3.234584e-05         1.892151e-01         1.311775e-02        -1.922141e-03
   661.903         1.900550e-01         3.250881e-05         1.897814e-01         1.315346e-02        -1.927983e-03
   662.728         1.897910e-01         3.241856e-05         1.896194e-01         1.314122e-02        -1.926669e-03
   663.554         1.899400e-01         3.246948e-05         1.890374e-01         1.310019e-02        -1.921880e-03
   664.380         1.891180e-01         3.218906e-05         1.885572e-01         1.306548e-02        -1.919498e-03
   665.206         1.887760e-01         3.207274e-05         1.883793e-01         1.305132e-02        -1.921798e-03
   666.031         1.888480e-01         3.209721e-05         1.883029e-01         1.304440e-02        -1.925761e-03
   666.857         1.890930e-01         3.218055e-05         1.882118e-01         1.303662e-02        -1.928821e-03
   667.683         1.894320e-01         3.229603e-05         1.882458e-01         1.303684e-02        -1.932561e-03
   668.508         1.892560e-01         3.223605e-05         1.883745e-01         1.304301e-02        -1.937518e-03
   669.334         1.887940e-01         3.207886e-05         1.882602e-01         1.303315e-02        -1.939684e-03
  1503.952         2.177770e-02         4.268414e-07         2.261470e-02         1.050399e-03        -1.138369e-03
  1509.148         2.527420e-02         5.749067e-07         2.573246e-02         1.209944e-03        -1.255351e-03
  1514.333         2.627890e-02         6.215225e-07         2.658887e-02         1.263625e-03        -1.265748e-03
  1519.509         2.769030e-02         6.900774e-07         2.802282e-02         1.351834e-03        -1.302854e-03
  1524.675         2.836850e-02         7.242946e-07         2.861547e-02         1.388031e-03        -1.305712e-03
  1529.831         2.883360e-02         7.482388e-07         2.872591e-02         1.411825e-03        -1.290987e-03
  1534.978         2.989640e-02         8.044153e-07         2.939871e-02         1.470392e-03        -1.296991e-03
  1540.114         2.912570e-02         7.634758e-07         2.951784e-02         1.488208e-03        -1.276888e-03
  1545.242         3.043790e-02         8.338192e-07         3.040402e-02         1.550331e-03        -1.300698e-03
  1550.360         3.077070e-02         8.521524e-07         3.031401e-02         1.560612e-03        -1.282439e-03
  1555.468         3.049290e-02         8.368353e-07         2.998246e-02         1.560625e-03        -1.251470e-03
  1560.567         3.036550e-02         8.298572e-07         3.041233e-02         1.590912e-03        -1.248436e-03
  1565.657         2.993820e-02         8.066662e-07         2.969327e-02         1.569810e-03        -1.204458e-03
  1570.738         2.911130e-02         7.627210e-07         2.856113e-02         1.520135e-03        -1.143079e-03
  1575.809         2.791850e-02         7.014984e-07         2.752560e-02         1.470400e-03        -1.090325e-03
  1580.872         2.903910e-02         7.589424e-07         2.889805e-02         1.560875e-03        -1.135636e-03
  1585.926         2.953400e-02         7.850314e-07         2.929636e-02         1.593267e-03        -1.135404e-03
  1590.971         2.854580e-02         7.333764e-07         2.849513e-02         1.559588e-03        -1.089435e-03
  1596.007         2.972220e-02         7.950683e-07         2.904211e-02         1.595664e-03        -1.099900e-03
  1601.035         2.863490e-02         7.379617e-07         2.804305e-02         1.545716e-03        -1.053415e-03
  1606.054         2.815250e-02         7.133069e-07         2.814635e-02         1.550859e-03        -1.048083e-03
  1611.064         2.758750e-02         6.849631e-07         2.764663e-02         1.535300e-03        -1.023782e-03
  1616.066         2.876550e-02         7.447086e-07         2.817828e-02         1.574567e-03        -1.039090e-03
  1621.060         2.898230e-02         7.559763e-07         2.861470e-02         1.597976e-03        -1.047642e-03
  1626.045         2.941750e-02         7.788504e-07         2.931645e-02         1.638339e-03        -1.068036e-03
  1631.023         2.953750e-02         7.852175e-07         2.901966e-02         1.625513e-03        -1.052680e-03
  1635.992         2.820920e-02         7.161831e-07         2.811314e-02         1.585946e-03        -1.021943e-03
  1640.954         2.671590e-02         6.423654e-07         2.684017e-02         1.522775e-03        -9.775520e-04
  1645.907         2.752950e-02         6.820860e-07         2.732470e-02         1.543661e-03        -9.938838e-04
  1650.852         2.742590e-02         6.769620e-07         2.730392e-02         1.546453e-03        -9.946482e-04
  1655.790         2.774370e-02         6.927416e-07         2.743547e-02         1.555895e-03        -9.990115e-04
