    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.857620e-01         3.105677e-05         1.861128e-01         1.324916e-02        -1.142007e-03
   631.338         1.858350e-01         3.108118e-05         1.855813e-01         1.320836e-02        -1.138507e-03
   632.164         1.853680e-01         3.092517e-05         1.854871e-01         1.319874e-02        -1.137905e-03
   632.991         1.880830e-01         3.183769e-05         1.859681e-01         1.322995e-02        -1.141377e-03
   633.817         1.907440e-01         3.274495e-05         1.864696e-01         1.326336e-02        -1.145701e-03
   634.643         1.841770e-01         3.052905e-05         1.865549e-01         1.326817e-02        -1.147683e-03
   635.470         1.856240e-01         3.101064e-05         1.865131e-01         1.326390e-02        -1.148214e-03
   636.296         1.843900e-01         3.059970e-05         1.869412e-01         1.329192e-02        -1.150744e-03
   637.122         1.900680e-01         3.251326e-05         1.878876e-01         1.335579e-02        -1.156167e-03
   637.948         1.915210e-01         3.301226e-05         1.886199e-01         1.340433e-02        -1.160433e-03
   638.775         1.936820e-01         3.376145e-05         1.884532e-01         1.338931e-02        -1.159184e-03
   639.601         1.857850e-01         3.106446e-05         1.875501e-01         1.332244e-02        -1.153319e-03
   640.427         1.911510e-01         3.288483e-05         1.866293e-01         1.325536e-02        -1.147875e-03
   641.253         1.874730e-01         3.163151e-05         1.861547e-01         1.322177e-02        -1.146431e-03
   642.079         1.886220e-01         3.202043e-05         1.860675e-01         1.321810e-02        -1.148268e-03
   642.905         1.857500e-01         3.105276e-05         1.860208e-01         1.322018e-02        -1.150142e-03
   643.732         1.890540e-01         3.216727e-05         1.855905e-01         1.319863e-02        -1.149215e-03
   644.558         1.877220e-01         3.171559e-05         1.844686e-01         1.313268e-02        -1.144491e-03
   645.384         1.845890e-01         3.066579e-05         1.827390e-01         1.302843e-02        -1.137023e-03
   646.210         1.803240e-01         2.926507e-05         1.809761e-01         1.292388e-02        -1.129641e-03
   647.036         1.753160e-01         2.766213e-05         1.797649e-01         1.285530e-02        -1.124847e-03
   647.862         1.773610e-01         2.831123e-05         1.791163e-01         1.281828e-02        -1.122287e-03
   648.688         1.772840e-01         2.828665e-05         1.786588e-01         1.278462e-02        -1.120022e-03
   649.514         1.779130e-01         2.848773e-05         1.783839e-01         1.275762e-02        -1.118711e-03
   650.340         1.797890e-01         2.909168e-05         1.787149e-01         1.277453e-02        -1.121530e-03
   651.166         1.793900e-01         2.896269e-05         1.796720e-01         1.284032e-02        -1.128620e-03
   651.992         1.805330e-01         2.933295e-05         1.805907e-01         1.290546e-02        -1.135554e-03
   652.818         1.799300e-01         2.913732e-05         1.805673e-01         1.290324e-02        -1.136649e-03
   653.644         1.799300e-01         2.913732e-05         1.786359e-01         1.276597e-02        -1.126041e-03
   654.470         1.749070e-01         2.753321e-05         1.743049e-01         1.245937e-02        -1.100566e-03
   655.296         1.703170e-01         2.610709e-05         1.688695e-01         1.207329e-02        -1.067982e-03
   656.122         1.666670e-01         2.500010e-05         1.654733e-01         1.182873e-02        -1.047682e-03
   656.948         1.661250e-01         2.483776e-05         1.664536e-01         1.189169e-02        -1.054123e-03
   657.774         1.720220e-01         2.663241e-05         1.708713e-01         1.219681e-02        -1.081305e-03
   658.599         1.757830e-01         2.780970e-05         1.757678e-01         1.253546e-02        -1.110646e-03
   659.425         1.799850e-01         2.915514e-05         1.792681e-01         1.277554e-02        -1.130152e-03
   660.251         1.831860e-01         3.020140e-05         1.813569e-01         1.291675e-02        -1.139235e-03
   661.077         1.826530e-01         3.002591e-05         1.825889e-01         1.299949e-02        -1.141188e-03
   661.903         1.843940e-01         3.060103e-05         1.831303e-01         1.303647e-02        -1.137614e-03
   662.728         1.846000e-01         3.066944e-05         1.829671e-01         1.302625e-02        -1.129223e-03
   663.554         1.831860e-01         3.020140e-05         1.823980e-01         1.298797e-02        -1.118091e-03
   664.380         1.833240e-01         3.024692e-05         1.819272e-01         1.295513e-02        -1.107050e-03
