    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.580200e-01         2.247329e-05         1.560115e-01         1.528644e-02        -8.903015e-04
   631.338         1.544880e-01         2.147989e-05         1.555675e-01         1.524177e-02        -8.882623e-04
   632.164         1.576690e-01         2.237356e-05         1.554899e-01         1.523408e-02        -8.879480e-04
   632.991         1.582630e-01         2.254246e-05         1.558976e-01         1.527240e-02        -8.897543e-04
   633.817         1.596920e-01         2.295138e-05         1.563253e-01         1.531066e-02        -8.913082e-04
   634.643         1.563280e-01         2.199460e-05         1.564038e-01         1.531390e-02        -8.912818e-04
   635.470         1.585910e-01         2.263599e-05         1.563745e-01         1.530663e-02        -8.914137e-04
   636.296         1.592350e-01         2.282021e-05         1.567380e-01         1.533794e-02        -8.939851e-04
   637.122         1.588080e-01         2.269798e-05         1.575347e-01         1.541188e-02        -8.984228e-04
   637.948         1.574890e-01         2.232251e-05         1.581506e-01         1.546882e-02        -9.010803e-04
   638.775         1.597060e-01         2.295541e-05         1.580125e-01         1.545286e-02        -8.991556e-04
   639.601         1.550170e-01         2.162724e-05         1.572576e-01         1.537752e-02        -8.939665e-04
   640.427         1.585810e-01         2.263314e-05         1.564873e-01         1.530242e-02        -8.892236e-04
   641.253         1.558930e-01         2.187236e-05         1.560879e-01         1.526637e-02        -8.872479e-04
   642.079         1.531000e-01         2.109565e-05         1.560080e-01         1.526464e-02        -8.878553e-04
   642.905         1.571310e-01         2.222114e-05         1.559562e-01         1.526819e-02        -8.893558e-04
   643.732         1.577810e-01         2.240536e-05         1.555754e-01         1.524232e-02        -8.894736e-04
   644.558         1.520890e-01         2.081796e-05         1.546042e-01         1.516371e-02        -8.865469e-04
   645.384         1.538290e-01         2.129703e-05         1.531113e-01         1.504118e-02        -8.811241e-04
   646.210         1.484550e-01         1.983500e-05         1.515839e-01         1.491965e-02        -8.760173e-04
   647.036         1.514110e-01         2.063276e-05         1.505252e-01         1.484063e-02        -8.734491e-04
   647.862         1.480510e-01         1.972719e-05         1.499576e-01         1.479850e-02        -8.725493e-04
   648.688         1.509530e-01         2.050813e-05         1.495742e-01         1.476038e-02        -8.712515e-04
   649.514         1.494010e-01         2.008859e-05         1.493598e-01         1.472948e-02        -8.702209e-04
   650.340         1.490870e-01         2.000424e-05         1.496525e-01         1.474859e-02        -8.723088e-04
   651.166         1.503820e-01         2.035327e-05         1.504598e-01         1.482458e-02        -8.776265e-04
   651.992         1.513740e-01         2.062268e-05         1.512286e-01         1.490141e-02        -8.824337e-04
   652.818         1.533420e-01         2.116239e-05         1.512077e-01         1.490134e-02        -8.822090e-04
   653.644         1.503640e-01         2.034840e-05         1.495867e-01         1.474426e-02        -8.727853e-04
   654.470         1.460580e-01         1.919965e-05         1.459523e-01         1.438983e-02        -8.522929e-04
   655.296         1.422990e-01         1.822410e-05         1.413945e-01         1.394283e-02        -8.270213e-04
   656.122         1.390390e-01         1.739866e-05         1.385524e-01         1.365987e-02        -8.119149e-04
   656.948         1.392410e-01         1.744925e-05         1.393845e-01         1.373316e-02        -8.180400e-04
   657.774         1.426520e-01         1.831463e-05         1.431006e-01         1.408704e-02        -8.407701e-04
