    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         9.533010e-02         8.179045e-06         9.433483e-02         1.895954e-02        -1.011555e-03
   631.338         9.525450e-02         8.166078e-06         9.407702e-02         1.890619e-02        -1.011060e-03
   632.164         9.311120e-02         7.802726e-06         9.404016e-02         1.889629e-02        -1.013130e-03
   632.991         9.551860e-02         8.211423e-06         9.430425e-02         1.894309e-02        -1.018232e-03
   633.817         9.539020e-02         8.189361e-06         9.458660e-02         1.899170e-02        -1.022906e-03
   634.643         9.501400e-02         8.124894e-06         9.465799e-02         1.899940e-02        -1.024504e-03
   635.470         9.544600e-02         8.198945e-06         9.466124e-02         1.899593e-02        -1.024740e-03
   636.296         9.479510e-02         8.087500e-06         9.489885e-02         1.904146e-02        -1.027710e-03
   637.122         9.664600e-02         8.406404e-06         9.539456e-02         1.914042e-02        -1.034690e-03
   637.948         9.633920e-02         8.353117e-06         9.577665e-02         1.921726e-02        -1.041957e-03
   638.775         9.257070e-02         7.712401e-06         9.570165e-02         1.920047e-02        -1.045510e-03
   639.601         9.667000e-02         8.410580e-06         9.525565e-02         1.910620e-02        -1.046249e-03
   640.427         9.318930e-02         7.815821e-06         9.479940e-02         1.900996e-02        -1.048394e-03
   641.253         9.473430e-02         8.077129e-06         9.455945e-02         1.896170e-02        -1.054160e-03
   642.079         9.469210e-02         8.069934e-06         9.450054e-02         1.895643e-02        -1.062092e-03
   642.905         9.534530e-02         8.181654e-06         9.444487e-02         1.895847e-02        -1.069523e-03
   643.732         9.267020e-02         7.728989e-06         9.417287e-02         1.892497e-02        -1.074657e-03
   644.558         9.309960e-02         7.800782e-06         9.351874e-02         1.882697e-02        -1.076685e-03
   645.384         9.481910e-02         8.091596e-06         9.251991e-02         1.867503e-02        -1.076261e-03
   646.210         9.173430e-02         7.573664e-06         9.148423e-02         1.852500e-02        -1.076143e-03
   647.036         8.812540e-02         6.989478e-06         9.074658e-02         1.842904e-02        -1.079029e-03
   647.862         8.916210e-02         7.154892e-06         9.035088e-02         1.838026e-02        -1.084236e-03
   648.688         9.029310e-02         7.337560e-06         9.012248e-02         1.833711e-02        -1.088427e-03
   649.514         9.008900e-02         7.304425e-06         9.003251e-02         1.830229e-02        -1.090253e-03
   650.340         8.964280e-02         7.232248e-06         9.024769e-02         1.832778e-02        -1.091750e-03
   651.166         9.080460e-02         7.420928e-06         9.074997e-02         1.842208e-02        -1.093646e-03
   651.992         9.070520e-02         7.404690e-06         9.121352e-02         1.851681e-02        -1.092969e-03
   652.818         9.152220e-02         7.538682e-06         9.119788e-02         1.851678e-02        -1.085276e-03
   653.644         8.996970e-02         7.285092e-06         9.021107e-02         1.832285e-02        -1.065846e-03
   654.470         8.790620e-02         6.954750e-06         8.800104e-02         1.788413e-02        -1.032730e-03
   655.296         8.514920e-02         6.525348e-06         8.523814e-02         1.732997e-02        -9.938273e-04
   656.122         8.252960e-02         6.130021e-06         8.352961e-02         1.697951e-02        -9.669218e-04
   656.948         8.379710e-02         6.319759e-06         8.405946e-02         1.707279e-02        -9.648640e-04
   657.774         8.605650e-02         6.665149e-06         8.634164e-02         1.751673e-02        -9.820260e-04
   658.599         8.848190e-02         7.046142e-06         8.886801e-02         1.801119e-02        -1.001804e-03
   659.425         9.070850e-02         7.405229e-06         9.068610e-02         1.836439e-02        -1.014469e-03
   660.251         9.167540e-02         7.563941e-06         9.178858e-02         1.857326e-02        -1.021323e-03
   661.077         9.273830e-02         7.740353e-06         9.245185e-02         1.869470e-02        -1.026148e-03
   661.903         9.258660e-02         7.715051e-06         9.275179e-02         1.874826e-02        -1.029022e-03
   662.728         9.316110e-02         7.811091e-06         9.267944e-02         1.873332e-02        -1.028568e-03
   663.554         9.239000e-02         7.682321e-06         9.239366e-02         1.867746e-02        -1.026170e-03
   664.380         9.218390e-02         7.648084e-06         9.215922e-02         1.862912e-02        -1.025041e-03
   665.206         9.227420e-02         7.663075e-06         9.207779e-02         1.860823e-02        -1.026159e-03
   666.031         9.217250e-02         7.646193e-06         9.204912e-02         1.859730e-02        -1.027902e-03
   666.857         9.190350e-02         7.601628e-06         9.201440e-02         1.858645e-02        -1.029393e-03
   667.683         9.230580e-02         7.668325e-06         9.204059e-02         1.858969e-02        -1.031318e-03
   668.508         9.207950e-02         7.630771e-06         9.210870e-02         1.860490e-02        -1.033461e-03
   669.334         9.200410e-02         7.618279e-06         9.204907e-02         1.859971e-02        -1.034329e-03
  1503.952         1.196380e-02         1.288193e-07         1.244426e-02         2.494070e-03        -5.657944e-04
  1509.148         1.377260e-02         1.707161e-07         1.417625e-02         2.805730e-03        -6.282092e-04
  1514.333         1.430890e-02         1.842702e-07         1.462631e-02         2.881263e-03        -6.357290e-04
  1519.509         1.498040e-02         2.019711e-07         1.531201e-02         3.042467e-03        -6.594692e-04
  1524.675         1.536720e-02         2.125358e-07         1.566178e-02         3.083975e-03        -6.621263e-04
  1529.831         1.552840e-02         2.170181e-07         1.562149e-02         3.106094e-03        -6.584906e-04
  1534.978         1.610830e-02         2.335296e-07         1.583451e-02         3.202163e-03        -6.664196e-04
  1540.114         1.610790e-02         2.335180e-07         1.588802e-02         3.197825e-03        -6.600959e-04
  1545.242         1.621430e-02         2.366132e-07         1.629701e-02         3.294288e-03        -6.791241e-04
  1550.360         1.649670e-02         2.449270e-07         1.620377e-02         3.279029e-03        -6.764395e-04
  1555.468         1.586010e-02         2.263885e-07         1.594000e-02         3.250718e-03        -6.645961e-04
  1560.567         1.618130e-02         2.356510e-07         1.619088e-02         3.278387e-03        -6.661790e-04
  1565.657         1.571180e-02         2.221746e-07         1.572316e-02         3.207364e-03        -6.464477e-04
  1570.738         1.527970e-02         2.101223e-07         1.511012e-02         3.074653e-03        -6.165345e-04
  1575.809         1.458490e-02         1.914474e-07         1.455969e-02         2.955640e-03        -5.901312e-04
  1580.872         1.540830e-02         2.136741e-07         1.516707e-02         3.125415e-03        -6.185574e-04
  1585.926         1.540430e-02         2.135632e-07         1.534446e-02         3.164828e-03        -6.221338e-04
  1590.971         1.507280e-02         2.044704e-07         1.490563e-02         3.071576e-03        -6.004542e-04
  1596.007         1.530140e-02         2.107196e-07         1.518310e-02         3.124432e-03        -6.091355e-04
  1601.035         1.461110e-02         1.921358e-07         1.466031e-02         3.008772e-03        -5.854904e-04
