    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         2.157200e-01         4.188161e-05         2.172283e-01         1.143442e-02        -1.895591e-03
   631.338         2.210580e-01         4.397998e-05         2.166138e-01         1.140032e-02        -1.894249e-03
   632.164         2.156390e-01         4.185016e-05         2.165105e-01         1.139340e-02        -1.895642e-03
   632.991         2.107110e-01         3.995921e-05         2.170757e-01         1.142137e-02        -1.900993e-03
   633.817         2.192000e-01         4.324378e-05         2.176626e-01         1.145029e-02        -1.906053e-03
   634.643         2.177770e-01         4.268414e-05         2.177635e-01         1.145321e-02        -1.908628e-03
   635.470         2.224850e-01         4.454962e-05         2.177171e-01         1.144732e-02        -1.912390e-03
   636.296         2.139820e-01         4.120947e-05         2.182199e-01         1.146937e-02        -1.922242e-03
   637.122         2.205920e-01         4.379475e-05         2.193288e-01         1.152339e-02        -1.937396e-03
   637.948         2.143900e-01         4.136676e-05         2.201889e-01         1.156541e-02        -1.949833e-03
   638.775         2.218290e-01         4.428729e-05         2.199997e-01         1.155357e-02        -1.952176e-03
   639.601         2.226130e-01         4.460089e-05         2.189493e-01         1.149747e-02        -1.946103e-03
   640.427         2.211670e-01         4.402336e-05         2.178780e-01         1.144088e-02        -1.940230e-03
   641.253         2.203610e-01         4.370307e-05         2.173298e-01         1.141240e-02        -1.940957e-03
   642.079         2.207530e-01         4.385870e-05         2.172383e-01         1.140953e-02        -1.948083e-03
   642.905         2.185290e-01         4.297943e-05         2.171997e-01         1.141228e-02        -1.957027e-03
   643.732         2.184700e-01         4.295623e-05         2.167208e-01         1.139470e-02        -1.962249e-03
   644.558         2.172600e-01         4.248172e-05         2.154451e-01         1.133736e-02        -1.960183e-03
   645.384         2.109620e-01         4.005447e-05         2.134722e-01         1.124552e-02        -1.952228e-03
   646.210         2.094590e-01         3.948577e-05         2.114669e-01         1.115349e-02        -1.945051e-03
   647.036         2.048130e-01         3.775353e-05         2.100993e-01         1.109348e-02        -1.944284e-03
   647.862         2.079100e-01         3.890391e-05         2.093687e-01         1.106167e-02        -1.948039e-03
   648.688         2.080220e-01         3.894584e-05         2.088363e-01         1.103329e-02        -1.950645e-03
   649.514         2.056030e-01         3.804533e-05         2.085005e-01         1.101021e-02        -1.951816e-03
   650.340         2.089940e-01         3.931064e-05         2.088721e-01         1.102375e-02        -1.956439e-03
   651.166         2.086490e-01         3.918096e-05         2.099843e-01         1.107859e-02        -1.964654e-03
   651.992         2.099990e-01         3.968962e-05         2.110570e-01         1.113309e-02        -1.969357e-03
   652.818         2.097680e-01         3.960235e-05         2.110290e-01         1.113004e-02        -1.961677e-03
   653.644         2.099600e-01         3.967488e-05         2.087736e-01         1.101088e-02        -1.932670e-03
   654.470         2.019100e-01         3.669088e-05         2.037177e-01         1.074589e-02        -1.878351e-03
   655.296         1.968110e-01         3.486111e-05         1.973698e-01         1.041239e-02        -1.812921e-03
   656.122         1.924940e-01         3.334855e-05         1.933967e-01         1.020125e-02        -1.769102e-03
   656.948         1.936080e-01         3.373565e-05         1.945287e-01         1.025653e-02        -1.770762e-03
   657.774         1.988160e-01         3.557502e-05         1.996722e-01         1.052228e-02        -1.807841e-03
   658.599         2.039900e-01         3.745073e-05         2.053750e-01         1.081760e-02        -1.850113e-03
   659.425         2.087010e-01         3.920050e-05         2.094484e-01         1.102692e-02        -1.879603e-03
   660.251         2.120480e-01         4.046792e-05         2.118755e-01         1.114914e-02        -1.897568e-03
   661.077         2.137300e-01         4.111246e-05         2.133062e-01         1.121929e-02        -1.909769e-03
   661.903         2.134680e-01         4.101173e-05         2.139365e-01         1.124868e-02        -1.916965e-03
   662.728         2.134310e-01         4.099751e-05         2.137498e-01         1.123634e-02        -1.918016e-03
   663.554         2.137230e-01         4.110977e-05         2.130919e-01         1.119944e-02        -1.915057e-03
   664.380         2.125320e-01         4.065287e-05         2.125485e-01         1.116818e-02        -1.912599e-03
   665.206         2.126180e-01         4.068577e-05         2.123449e-01         1.115490e-02        -1.912666e-03
   666.031         2.128280e-01         4.076618e-05         2.122549e-01         1.114853e-02        -1.914102e-03
   666.857         2.123330e-01         4.057677e-05         2.121483e-01         1.114212e-02        -1.916922e-03
   667.683         2.125080e-01         4.064369e-05         2.121825e-01         1.114329e-02        -1.922641e-03
   668.508         2.135070e-01         4.102672e-05         2.123248e-01         1.115030e-02        -1.929367e-03
   669.334         2.129530e-01         4.081408e-05         2.121952e-01         1.114358e-02        -1.931974e-03
  1503.952         2.369750e-02         5.054144e-07         2.445968e-02         7.588890e-04        -1.225383e-03
  1509.148         2.704400e-02         6.582401e-07         2.785467e-02         8.771288e-04        -1.350551e-03
  1514.333         2.829190e-02         7.203884e-07         2.881059e-02         9.246857e-04        -1.357242e-03
  1519.509         2.980970e-02         7.997564e-07         3.040226e-02         9.916759e-04        -1.399237e-03
  1524.675         3.086940e-02         8.576279e-07         3.106017e-02         1.022023e-03        -1.401515e-03
  1529.831         3.137710e-02         8.860702e-07         3.121525e-02         1.043957e-03        -1.382401e-03
  1534.978         3.188940e-02         9.152404e-07         3.199154e-02         1.091157e-03        -1.389254e-03
  1540.114         3.185640e-02         9.133472e-07         3.214620e-02         1.109801e-03        -1.365026e-03
  1545.242         3.334680e-02         1.000808e-06         3.314575e-02         1.161531e-03        -1.389087e-03
  1550.360         3.315930e-02         9.895853e-07         3.307817e-02         1.174087e-03        -1.365907e-03
  1555.468         3.265390e-02         9.596495e-07         3.274886e-02         1.178410e-03        -1.331886e-03
  1560.567         3.385320e-02         1.031435e-06         3.323335e-02         1.205147e-03        -1.328044e-03
  1565.657         3.300990e-02         9.806881e-07         3.248092e-02         1.193815e-03        -1.279474e-03
  1570.738         3.153690e-02         8.951185e-07         3.126409e-02         1.160413e-03        -1.212875e-03
  1575.809         2.966430e-02         7.919736e-07         3.014181e-02         1.124689e-03        -1.155790e-03
  1580.872         3.233560e-02         9.410319e-07         3.167682e-02         1.196657e-03        -1.200117e-03
  1585.926         3.244650e-02         9.474978e-07         3.213476e-02         1.224962e-03        -1.199299e-03
  1590.971         3.140910e-02         8.878784e-07         3.127521e-02         1.202348e-03        -1.149157e-03
  1596.007         3.214780e-02         9.301329e-07         3.188846e-02         1.232989e-03        -1.160080e-03
  1601.035         3.094060e-02         8.615887e-07         3.080309e-02         1.197872e-03        -1.108561e-03
  1606.054         3.106740e-02         8.686650e-07         3.091709e-02         1.203844e-03        -1.102337e-03
  1611.064         3.070800e-02         8.486831e-07         3.039075e-02         1.193280e-03        -1.074789e-03
  1616.066         3.137380e-02         8.858838e-07         3.099349e-02         1.225332e-03        -1.089906e-03
  1621.060         3.170920e-02         9.049260e-07         3.147301e-02         1.245194e-03        -1.098164e-03
  1626.045         3.264260e-02         9.589854e-07         3.224914e-02         1.278666e-03        -1.117243e-03
  1631.023         3.194280e-02         9.183082e-07         3.193018e-02         1.270031e-03        -1.100895e-03
  1635.992         3.124580e-02         8.786700e-07         3.095269e-02         1.239360e-03        -1.068098e-03
  1640.954         2.996740e-02         8.082406e-07         2.956726e-02         1.191139e-03        -1.020348e-03
