  lambda             Irr_dw             Rad_up
 630.512   1.3468685060e+00   9.4334831870e-02
 631.338   1.3422420824e+00   9.4077017847e-02
 632.164   1.3408332435e+00   9.4040162752e-02
 632.991   1.3433205593e+00   9.4304247704e-02
 633.817   1.3458522195e+00   9.4586598312e-02
 634.643   1.3455600755e+00   9.4657987062e-02
 635.470   1.3445351060e+00   9.4661241902e-02
 636.296   1.3469050567e+00   9.4898848684e-02
 637.122   1.3529295952e+00   9.5394559028e-02
 637.948   1.3574042502e+00   9.5776649368e-02
 638.775   1.3555034494e+00   9.5701650602e-02
 639.601   1.3484454990e+00   9.5255654789e-02
 640.427   1.3414467232e+00   9.4799400615e-02
 641.253   1.3379392032e+00   9.4559445014e-02
 642.079   1.3376198985e+00   9.4500536977e-02
 642.905   1.3381395335e+00   9.4444872974e-02
 643.732   1.3367452059e+00   9.4172873068e-02
 644.558   1.3316752144e+00   9.3518742543e-02
 645.384   1.3237281647e+00   9.2519906535e-02
 646.210   1.3163846357e+00   9.1484231727e-02
 647.036   1.3123374621e+00   9.0746576902e-02
 647.862   1.3099742993e+00   9.0350884518e-02
 648.688   1.3058923268e+00   9.0122475308e-02
 649.514   1.3011404572e+00   9.0032507332e-02
 650.340   1.3009927623e+00   9.0247689161e-02
 651.166   1.3067902715e+00   9.0749970277e-02
 651.992   1.3130367354e+00   9.1213519233e-02
 652.818   1.3122824717e+00   9.1197877693e-02
 653.644   1.2977829657e+00   9.0211066551e-02
 654.470   1.2664061203e+00   8.8001035005e-02
 655.296   1.2270648054e+00   8.5238139211e-02
 656.122   1.2017626781e+00   8.3529609975e-02
 656.948   1.2072451671e+00   8.4059459743e-02
 657.774   1.2370776262e+00   8.6341638127e-02
 658.599   1.2703026456e+00   8.8868010085e-02
 659.425   1.2935731249e+00   9.0686097444e-02
 660.251   1.3068154526e+00   9.1788579021e-02
 661.077   1.3141303376e+00   9.2451848243e-02
 661.903   1.3169073737e+00   9.2751792804e-02
 662.728   1.3150959493e+00   9.2679439219e-02
 663.554   1.3106556476e+00   9.2393661263e-02
 664.380   1.3069842218e+00   9.2159220452e-02
 665.206   1.3053717851e+00   9.2077789853e-02
 666.031   1.3044315836e+00   9.2049115160e-02
 666.857   1.3033892892e+00   9.2014397926e-02
 667.683   1.3032437491e+00   9.2040589969e-02
 668.508   1.3038338553e+00   9.2108698608e-02
 669.334   1.3028538787e+00   9.2049068167e-02
1503.952   2.1135679250e-01   1.2444261815e-02
1509.148   2.2973463029e-01   1.4176249010e-02
1514.333   2.3101749759e-01   1.4626309717e-02
1519.509   2.3587493897e-01   1.5312014663e-02
1524.675   2.3613690204e-01   1.5661784207e-02
1529.831   2.3348552545e-01   1.5621487192e-02
1534.978   2.3509668734e-01   1.5834505353e-02
1540.114   2.3250700179e-01   1.5888018078e-02
1545.242   2.3653593971e-01   1.6297006607e-02
1550.360   2.3315622020e-01   1.6203769452e-02
1555.468   2.2880291169e-01   1.5940002924e-02
1560.567   2.3022336804e-01   1.6190884683e-02
1565.657   2.2404556404e-01   1.5723161382e-02
1570.738   2.1553653355e-01   1.5110116686e-02
1575.809   2.0624580317e-01   1.4559691673e-02
1580.872   2.1501890265e-01   1.5167067589e-02
1585.926   2.1557904466e-01   1.5344458844e-02
1590.971   2.0821791671e-01   1.4905634494e-02
1596.007   2.1190889408e-01   1.5183101724e-02
1601.035   2.0467868454e-01   1.4660314127e-02
1606.054   2.0404735110e-01   1.4764446484e-02
1611.064   1.9962566608e-01   1.4423076005e-02
1616.066   2.0207580067e-01   1.4631914582e-02
1621.060   2.0356476630e-01   1.4896638051e-02
1626.045   2.0762008181e-01   1.5271771629e-02
1631.023   2.0536368224e-01   1.5111843411e-02
1635.992   1.9925015899e-01   1.4546619555e-02
1640.954   1.9042112464e-01   1.3822111875e-02
1645.907   1.9321502506e-01   1.4169705798e-02
1650.852   1.9272159819e-01   1.4149440542e-02
1655.790   1.9323084416e-01   1.4210249775e-02
