    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.817020e-01         2.971406e-05         1.616914e-01         1.551684e-02        -9.994799e-04
   631.338         1.876420e-01         3.168857e-05         1.612334e-01         1.547160e-02        -9.977604e-04
   632.164         1.843380e-01         3.058245e-05         1.611570e-01         1.546289e-02        -1.000235e-03
   632.991         1.817370e-01         2.972550e-05         1.615837e-01         1.550057e-02        -1.006352e-03
   633.817         1.852450e-01         3.088414e-05         1.620308e-01         1.553880e-02        -1.012551e-03
   634.643         1.879930e-01         3.180723e-05         1.621160e-01         1.554233e-02        -1.016441e-03
   635.470         1.889690e-01         3.213835e-05         1.620898e-01         1.553562e-02        -1.019659e-03
   636.296         1.852830e-01         3.089681e-05         1.624709e-01         1.556830e-02        -1.025454e-03
   637.122         1.876590e-01         3.169431e-05         1.633014e-01         1.564469e-02        -1.034135e-03
   637.948         1.859930e-01         3.113406e-05         1.639447e-01         1.570407e-02        -1.041707e-03
   638.775         1.885370e-01         3.199158e-05         1.638062e-01         1.568892e-02        -1.044233e-03
   639.601         1.833890e-01         3.026837e-05         1.630278e-01         1.561230e-02        -1.042319e-03
   640.427         1.890140e-01         3.215366e-05         1.622331e-01         1.553488e-02        -1.039785e-03
   641.253         1.900950e-01         3.252250e-05         1.618230e-01         1.549665e-02        -1.039205e-03
   642.079         1.870490e-01         3.148860e-05         1.617451e-01         1.549333e-02        -1.040407e-03
   642.905         1.849090e-01         3.077220e-05         1.616975e-01         1.549608e-02        -1.041699e-03
   643.732         1.850420e-01         3.081649e-05         1.613103e-01         1.547022e-02        -1.040904e-03
   644.558         1.894820e-01         3.231309e-05         1.603135e-01         1.539179e-02        -1.036444e-03
   645.384         1.840290e-01         3.048001e-05         1.587786e-01         1.526880e-02        -1.028906e-03
   646.210         1.786660e-01         2.872939e-05         1.572095e-01         1.514646e-02        -1.021428e-03
   647.036         1.778060e-01         2.845348e-05         1.561250e-01         1.506720e-02        -1.016965e-03
   647.862         1.788390e-01         2.878505e-05         1.555450e-01         1.502535e-02        -1.015207e-03
   648.688         1.712990e-01         2.640901e-05         1.551506e-01         1.498730e-02        -1.013884e-03
   649.514         1.748750e-01         2.752314e-05         1.549279e-01         1.495625e-02        -1.013172e-03
   650.340         1.777160e-01         2.842468e-05         1.552318e-01         1.497560e-02        -1.016088e-03
   651.166         1.792870e-01         2.892945e-05         1.560722e-01         1.505196e-02        -1.023197e-03
   651.992         1.777690e-01         2.844164e-05         1.568746e-01         1.512812e-02        -1.030555e-03
   652.818         1.779280e-01         2.849254e-05         1.568582e-01         1.512589e-02        -1.032678e-03
   653.644         1.744540e-01         2.739078e-05         1.551824e-01         1.496534e-02        -1.024052e-03
   654.470         1.720080e-01         2.662808e-05         1.514188e-01         1.460602e-02        -1.001916e-03
   655.296         1.662630e-01         2.487905e-05         1.466969e-01         1.415360e-02        -9.734668e-04
   656.122         1.639930e-01         2.420433e-05         1.437530e-01         1.386785e-02        -9.564648e-04
   656.948         1.651450e-01         2.454558e-05         1.446190e-01         1.394373e-02        -9.642544e-04
   657.774         1.687030e-01         2.561463e-05         1.484756e-01         1.430434e-02        -9.915638e-04
   658.599         1.737270e-01         2.716296e-05         1.527490e-01         1.470437e-02        -1.021607e-03
   659.425         1.769710e-01         2.818686e-05         1.558082e-01         1.498808e-02        -1.043771e-03
   660.251         1.795240e-01         2.900598e-05         1.576403e-01         1.515452e-02        -1.058064e-03
   661.077         1.819260e-01         2.978736e-05         1.587260e-01         1.525090e-02        -1.067795e-03
   661.903         1.820840e-01         2.983912e-05         1.592076e-01         1.529237e-02        -1.073958e-03
   662.728         1.822160e-01         2.988240e-05         1.590724e-01         1.527787e-02        -1.076333e-03
   663.554         1.815140e-01         2.965260e-05         1.585821e-01         1.523074e-02        -1.076517e-03
   664.380         1.809860e-01         2.948034e-05         1.581775e-01         1.519136e-02        -1.077429e-03
   665.206         1.809100e-01         2.945559e-05         1.580281e-01         1.517540e-02        -1.080197e-03
   666.031         1.796160e-01         2.903572e-05         1.579646e-01         1.516717e-02        -1.083592e-03
