    lambda          Rad_up_meas                   sy           Rad_up_mod             Kmat_tau            Kmat_reff
   630.512         1.228660e-01         1.358645e-05         1.263206e-01         1.705612e-02        -1.020015e-03
   631.338         1.277190e-01         1.468093e-05         1.259637e-01         1.700773e-02        -1.017793e-03
   632.164         1.227500e-01         1.356081e-05         1.259028e-01         1.699949e-02        -1.017459e-03
   632.991         1.240890e-01         1.385827e-05         1.262384e-01         1.704151e-02        -1.020014e-03
   633.817         1.263890e-01         1.437676e-05         1.265932e-01         1.708329e-02        -1.022651e-03
   634.643         1.262510e-01         1.434538e-05         1.266653e-01         1.708691e-02        -1.023017e-03
   635.470         1.274210e-01         1.461250e-05         1.266486e-01         1.708062e-02        -1.022727e-03
   636.296         1.292450e-01         1.503384e-05         1.269485e-01         1.711982e-02        -1.025044e-03
   637.122         1.284220e-01         1.484299e-05         1.275974e-01         1.720843e-02        -1.030146e-03
   637.948         1.290970e-01         1.499943e-05         1.280982e-01         1.727761e-02        -1.034156e-03
   638.775         1.257170e-01         1.422429e-05         1.279881e-01         1.726263e-02        -1.033903e-03
   639.601         1.275250e-01         1.463636e-05         1.273800e-01         1.717780e-02        -1.030880e-03
   640.427         1.296280e-01         1.512308e-05         1.267595e-01         1.709082e-02        -1.028643e-03
   641.253         1.294900e-01         1.509089e-05         1.264356e-01         1.704707e-02        -1.028189e-03
   642.079         1.252830e-01         1.412625e-05         1.263648e-01         1.704235e-02        -1.028270e-03
   642.905         1.284450e-01         1.484831e-05         1.263100e-01         1.704419e-02        -1.027994e-03
   643.732         1.251140e-01         1.408816e-05         1.259804e-01         1.701398e-02        -1.026484e-03
   644.558         1.289990e-01         1.497667e-05         1.251606e-01         1.692610e-02        -1.022189e-03
   645.384         1.207960e-01         1.313251e-05         1.239041e-01         1.679038e-02        -1.014887e-03
   646.210         1.208510e-01         1.314447e-05         1.226119e-01         1.665654e-02        -1.007248e-03
   647.036         1.211560e-01         1.321090e-05         1.217065e-01         1.657024e-02        -1.002177e-03
   647.862         1.175890e-01         1.244446e-05         1.212208e-01         1.652443e-02        -9.994979e-04
   648.688         1.196760e-01         1.289011e-05         1.209119e-01         1.648230e-02        -9.974308e-04
   649.514         1.210940e-01         1.319738e-05         1.207581e-01         1.644801e-02        -9.967440e-04
   650.340         1.218410e-01         1.336071e-05         1.210146e-01         1.646939e-02        -1.000333e-03
   651.166         1.210870e-01         1.319586e-05         1.216763e-01         1.655349e-02        -1.007895e-03
   651.992         1.216400e-01         1.331666e-05         1.222998e-01         1.663784e-02        -1.014771e-03
   652.818         1.212180e-01         1.322442e-05         1.222835e-01         1.663708e-02        -1.015520e-03
   653.644         1.197960e-01         1.291597e-05         1.209702e-01         1.646287e-02        -1.005210e-03
   654.470         1.176000e-01         1.244678e-05         1.180243e-01         1.606938e-02        -9.817390e-04
   655.296         1.144050e-01         1.177965e-05         1.143335e-01         1.557196e-02        -9.527074e-04
   656.122         1.120910e-01         1.130795e-05         1.120399e-01         1.525654e-02        -9.357243e-04
   656.948         1.119550e-01         1.128053e-05         1.127290e-01         1.533867e-02        -9.435136e-04
   657.774         1.149980e-01         1.190209e-05         1.157568e-01         1.573505e-02        -9.701210e-04
   658.599         1.194380e-01         1.283889e-05         1.191105e-01         1.617634e-02        -9.980616e-04
   659.425         1.212120e-01         1.322311e-05         1.215165e-01         1.649044e-02        -1.015831e-03
