   630.512         1.639079e+00         4.455492e+00
   631.338         1.672750e+00         4.544824e+00
   632.164         1.654495e+00         4.493089e+00
   632.991         1.579449e+00         4.287501e+00
   633.817         1.679083e+00         4.556309e+00
   634.643         1.631344e+00         4.425254e+00
   635.470         1.626176e+00         4.409806e+00
   636.296         1.618956e+00         4.388982e+00
   637.122         1.768654e+00         4.793611e+00
   637.948         1.620604e+00         4.391176e+00
   638.775         1.634471e+00         4.427282e+00
   639.601         1.652253e+00         4.473651e+00
   640.427         1.706284e+00         4.617799e+00
   641.253         1.651223e+00         4.466530e+00
   642.079         1.696166e+00         4.585894e+00
   642.905         1.718294e+00         4.643973e+00
   643.732         1.763325e+00         4.764330e+00
   644.558         1.699187e+00         4.589577e+00
   645.384         1.713622e+00         4.626404e+00
   646.210         1.811371e+00         4.887440e+00
   647.036         1.712078e+00         4.616950e+00
   647.862         1.793012e+00         4.833132e+00
   648.688         1.801730e+00         4.855069e+00
   649.514         1.797073e+00         4.841043e+00
   650.340         1.733457e+00         4.667935e+00
   651.166         1.779787e+00         4.790399e+00
   651.992         1.761542e+00         4.738569e+00
   652.818         1.743249e+00         4.686430e+00
   653.644         1.765036e+00         4.742037e+00
   654.470         1.788439e+00         4.802052e+00
   655.296         1.886331e+00         5.061913e+00
   656.122         1.910204e+00         5.122838e+00
   656.948         1.879178e+00         5.036576e+00
   657.774         1.839932e+00         4.928891e+00
   658.599         1.805636e+00         4.835882e+00
   659.425         1.746659e+00         4.679491e+00
   660.251         1.716596e+00         4.604462e+00
   661.077         1.721053e+00         4.626053e+00
   661.903         1.695566e+00         4.569825e+00
   662.728         1.728779e+00         4.673246e+00
   663.554         1.710409e+00         4.638067e+00
   664.380         1.710671e+00         4.653869e+00
   665.206         1.727573e+00         4.715659e+00
   666.031         1.728712e+00         4.734880e+00
   666.857         1.749011e+00         4.806784e+00
   667.683         1.743722e+00         4.807982e+00
   668.508         1.741242e+00         4.815351e+00
   669.334         1.743929e+00         4.834256e+00
  1503.952        -1.764007e+01        -1.578150e+02
  1509.148        -1.388517e+01        -1.274898e+02
  1514.333        -1.147336e+01        -1.087028e+02
  1519.509        -9.936155e+00        -9.791447e+01
  1524.675        -9.078931e+00        -9.153256e+01
  1529.831        -8.478885e+00        -8.830465e+01
  1534.978        -7.275693e+00        -7.913337e+01
  1540.114        -6.673300e+00        -7.541182e+01
  1545.242        -5.784929e+00        -6.833658e+01
  1550.360        -5.483058e+00        -6.786374e+01
  1555.468        -4.822532e+00        -6.275809e+01
  1560.567        -4.473726e+00        -6.073176e+01
  1565.657        -4.215177e+00        -6.076877e+01
  1570.738        -3.944350e+00        -6.017261e+01
  1575.809        -3.823255e+00        -6.090462e+01
  1580.872        -3.313060e+00        -5.678632e+01
  1585.926        -2.832341e+00        -5.282257e+01
  1590.971        -2.583301e+00        -5.289418e+01
  1596.007        -2.363674e+00        -5.189028e+01
  1601.035        -2.181893e+00        -5.170083e+01
  1606.054        -2.020574e+00        -5.063712e+01
  1611.064        -1.789941e+00        -5.024855e+01
  1616.066        -1.471505e+00        -4.676728e+01
  1621.060        -1.333759e+00        -4.604835e+01
  1626.045        -1.169547e+00        -4.366099e+01
  1631.023        -1.079368e+00        -4.411829e+01
  1635.992        -9.911858e-01        -4.554017e+01
  1640.954        -8.733800e-01        -4.600724e+01
  1645.907        -7.446831e-01        -4.307272e+01
  1650.852        -6.313131e-01        -4.446149e+01
  1655.790        -5.524339e-01        -4.349193e+01
