   630.512         1.956100e+00         2.389743e+00
   631.338         1.973552e+00         2.409516e+00
   632.164         2.042143e+00         2.490642e+00
   632.991         2.014789e+00         2.454807e+00
   633.817         1.931641e+00         2.352181e+00
   634.643         2.029822e+00         2.471540e+00
   635.470         1.969815e+00         2.398614e+00
   636.296         1.912493e+00         2.328487e+00
   637.122         2.009518e+00         2.445692e+00
   637.948         1.949780e+00         2.371845e+00
   638.775         1.903623e+00         2.314998e+00
   639.601         1.985398e+00         2.415754e+00
   640.427         1.957350e+00         2.386795e+00
   641.253         1.981205e+00         2.424965e+00
   642.079         2.008538e+00         2.468742e+00
   642.905         1.950121e+00         2.405375e+00
   643.732         2.098862e+00         2.596363e+00
   644.558         2.045435e+00         2.538223e+00
   645.384         2.108635e+00         2.626668e+00
   646.210         2.055277e+00         2.570948e+00
   647.036         2.129934e+00         2.675143e+00
   647.862         2.113457e+00         2.664243e+00
   648.688         2.109351e+00         2.667919e+00
   649.514         2.158265e+00         2.737638e+00
   650.340         2.168090e+00         2.755896e+00
   651.166         2.134682e+00         2.716346e+00
   651.992         2.101210e+00         2.673909e+00
   652.818         2.086069e+00         2.652745e+00
   653.644         2.119040e+00         2.691675e+00
   654.470         2.182955e+00         2.769546e+00
   655.296         2.235520e+00         2.832790e+00
   656.122         2.288361e+00         2.896120e+00
   656.948         2.280695e+00         2.883145e+00
   657.774         2.209953e+00         2.791215e+00
   658.599         2.136927e+00         2.696835e+00
   659.425         2.096897e+00         2.644119e+00
   660.251         2.075854e+00         2.615659e+00
   661.077         2.050021e+00         2.581764e+00
   661.903         2.021564e+00         2.544400e+00
   662.728         2.027769e+00         2.549156e+00
   663.554         2.038370e+00         2.557788e+00
   664.380         2.045275e+00         2.561909e+00
   665.206         2.047850e+00         2.562695e+00
   666.031         2.030908e+00         2.541392e+00
   666.857         2.039615e+00         2.553114e+00
   667.683         2.030021e+00         2.541079e+00
   668.508         2.049324e+00         2.563636e+00
   669.334         2.041811e+00         2.552130e+00
  1503.952        -1.947761e+01        -1.252079e+02
  1509.148        -1.531782e+01        -1.018105e+02
  1514.333        -1.358108e+01        -9.366582e+01
  1519.509        -1.131443e+01        -8.144205e+01
  1524.675        -1.032981e+01        -7.659885e+01
  1529.831        -9.301793e+00        -7.197337e+01
  1534.978        -7.727840e+00        -6.320912e+01
  1540.114        -7.063775e+00        -6.096307e+01
  1545.242        -6.322390e+00        -5.820179e+01
  1550.360        -5.534893e+00        -5.457040e+01
  1555.468        -4.869317e+00        -5.159536e+01
  1560.567        -4.386215e+00        -4.978900e+01
  1565.657        -4.005716e+00        -5.039051e+01
  1570.738        -3.530803e+00        -4.949640e+01
  1575.809        -3.313995e+00        -5.020362e+01
  1580.872        -2.634901e+00        -4.558321e+01
  1585.926        -2.011378e+00        -4.194103e+01
  1590.971        -1.531014e+00        -4.095237e+01
  1596.007        -1.186430e+00        -3.954871e+01
  1601.035        -8.884624e-01        -3.927433e+01
  1606.054        -6.606805e-01        -3.890072e+01
  1611.064        -3.165919e-01        -3.930070e+01
  1616.066         9.582235e-03        -3.692938e+01
  1621.060         2.335065e-01        -3.537304e+01
  1626.045         3.708885e-01        -3.305460e+01
  1631.023         5.477406e-01        -3.238519e+01
  1635.992         7.807856e-01        -3.385723e+01
  1640.954         9.845055e-01        -3.332971e+01
  1645.907         1.115177e+00        -3.375993e+01
  1650.852         1.312181e+00        -3.309233e+01
  1655.790         1.448208e+00        -3.175850e+01
