   630.512         1.642420e-01         2.427789e-05         1.641939e-01         1.552190e-02        -1.823201e-03
   631.338         1.640570e-01         2.422323e-05         1.637347e-01         1.547468e-02        -1.820962e-03
   632.164         1.618400e-01         2.357297e-05         1.636615e-01         1.546481e-02        -1.823502e-03
   632.991         1.585310e-01         2.261887e-05         1.640982e-01         1.550204e-02        -1.831880e-03
   633.817         1.644160e-01         2.432936e-05         1.645550e-01         1.554001e-02        -1.840024e-03
   634.643         1.643140e-01         2.429918e-05         1.646444e-01         1.554340e-02        -1.843495e-03
   635.470         1.597990e-01         2.298215e-05         1.646208e-01         1.553699e-02        -1.845647e-03
   636.296         1.629800e-01         2.390623e-05         1.650111e-01         1.557045e-02        -1.852641e-03
   637.122         1.630820e-01         2.393616e-05         1.658581e-01         1.564775e-02        -1.864703e-03
   637.948         1.656950e-01         2.470935e-05         1.665148e-01         1.570789e-02        -1.874553e-03
   638.775         1.669880e-01         2.509649e-05         1.663774e-01         1.569311e-02        -1.875934e-03
   639.601         1.710270e-01         2.632521e-05         1.655895e-01         1.561617e-02        -1.871223e-03
   640.427         1.611270e-01         2.336572e-05         1.647846e-01         1.553794e-02        -1.868551e-03
   641.253         1.665540e-01         2.496621e-05         1.643704e-01         1.549919e-02        -1.873073e-03
   642.079         1.656240e-01         2.468818e-05         1.642939e-01         1.549587e-02        -1.882982e-03
   642.905         1.653870e-01         2.461757e-05         1.642485e-01         1.549837e-02        -1.892646e-03
   643.732         1.665560e-01         2.496681e-05         1.638589e-01         1.547170e-02        -1.897412e-03
   644.558         1.626960e-01         2.382299e-05         1.628511e-01         1.539259e-02        -1.895822e-03
   645.384         1.620270e-01         2.362747e-05         1.612980e-01         1.526952e-02        -1.890200e-03
   646.210         1.584030e-01         2.258236e-05         1.597108e-01         1.514748e-02        -1.886171e-03
   647.036         1.569580e-01         2.217223e-05         1.586153e-01         1.506830e-02        -1.888023e-03
   647.862         1.567230e-01         2.210589e-05         1.580301e-01         1.502617e-02        -1.893699e-03
   648.688         1.560030e-01         2.190324e-05         1.576307e-01         1.498793e-02        -1.897770e-03
   649.514         1.560160e-01         2.190689e-05         1.574034e-01         1.495738e-02        -1.899476e-03
   650.340         1.560270e-01         2.190998e-05         1.577104e-01         1.497789e-02        -1.903081e-03
   651.166         1.577270e-01         2.239003e-05         1.585623e-01         1.505543e-02        -1.909075e-03
   651.992         1.589700e-01         2.274431e-05         1.593755e-01         1.513232e-02        -1.911585e-03
   652.818         1.573110e-01         2.227208e-05         1.593565e-01         1.513042e-02        -1.903016e-03
   653.644         1.554400e-01         2.174543e-05         1.576520e-01         1.497011e-02        -1.875021e-03
   654.470         1.537370e-01         2.127156e-05         1.538268e-01         1.461081e-02        -1.823013e-03
   655.296         1.486570e-01         1.988901e-05         1.490279e-01         1.415785e-02        -1.759745e-03
   656.122         1.448860e-01         1.889276e-05         1.460344e-01         1.387128e-02        -1.716857e-03
   656.948         1.464190e-01         1.929467e-05         1.469103e-01         1.394685e-02        -1.718309e-03
   657.774         1.508610e-01         2.048314e-05         1.508240e-01         1.430813e-02        -1.754973e-03
   658.599         1.557990e-01         2.184600e-05         1.551612e-01         1.470953e-02        -1.797203e-03
   659.425         1.582990e-01         2.255272e-05         1.582660e-01         1.499489e-02        -1.826623e-03
   660.251         1.594070e-01         2.286953e-05         1.601256e-01         1.516291e-02        -1.844042e-03
   661.077         1.614160e-01         2.344961e-05         1.612287e-01         1.526007e-02        -1.855417e-03
   661.903         1.622180e-01         2.368321e-05         1.617197e-01         1.530080e-02        -1.861529e-03
   662.728         1.612520e-01         2.340199e-05         1.615850e-01         1.528427e-02        -1.860998e-03
   663.554         1.616460e-01         2.351649e-05         1.610900e-01         1.523482e-02        -1.856593e-03
   664.380         1.613690e-01         2.343596e-05         1.606823e-01         1.519378e-02        -1.854017e-03
   665.206         1.614330e-01         2.345455e-05         1.605336e-01         1.517732e-02        -1.855532e-03
   666.031         1.610250e-01         2.333615e-05         1.604723e-01         1.516965e-02        -1.858875e-03
   666.857         1.611930e-01         2.338486e-05         1.603987e-01         1.516126e-02        -1.862250e-03
   667.683         1.608070e-01         2.327300e-05         1.604315e-01         1.516257e-02        -1.865946e-03
   668.508         1.609520e-01         2.331499e-05         1.605436e-01         1.517109e-02        -1.869110e-03
   669.334         1.606670e-01         2.323250e-05         1.604461e-01         1.516119e-02        -1.869485e-03
  1503.952         1.950900e-02         3.425410e-07         2.013842e-02         1.459253e-03        -1.041003e-03
  1509.148         2.219250e-02         4.432564e-07         2.289766e-02         1.652554e-03        -1.135241e-03
  1514.333         2.309410e-02         4.800037e-07         2.363571e-02         1.717571e-03        -1.143394e-03
  1519.509         2.462280e-02         5.456541e-07         2.487108e-02         1.834295e-03        -1.186405e-03
  1524.675         2.521400e-02         5.721712e-07         2.538811e-02         1.869911e-03        -1.184116e-03
  1529.831         2.585260e-02         6.015212e-07         2.544970e-02         1.896612e-03        -1.171274e-03
  1534.978         2.626660e-02         6.209408e-07         2.599625e-02         1.966281e-03        -1.179651e-03
  1540.114         2.605630e-02         6.110377e-07         2.608253e-02         1.981723e-03        -1.163817e-03
  1545.242         2.709030e-02         6.604959e-07         2.683338e-02         2.056217e-03        -1.187906e-03
  1550.360         2.704800e-02         6.584349e-07         2.672725e-02         2.061851e-03        -1.173506e-03
  1555.468         2.639850e-02         6.271927e-07         2.640255e-02         2.054868e-03        -1.147018e-03
  1560.567         2.745620e-02         6.784586e-07         2.677309e-02         2.086592e-03        -1.147153e-03
  1565.657         2.659300e-02         6.364689e-07         2.610727e-02         2.052863e-03        -1.108215e-03
  1570.738         2.545240e-02         5.830422e-07         2.509543e-02         1.981179e-03        -1.052862e-03
  1575.809         2.454550e-02         5.422334e-07         2.417753e-02         1.912169e-03        -1.005980e-03
  1580.872         2.553440e-02         5.868050e-07         2.534758e-02         2.027012e-03        -1.049331e-03
  1585.926         2.594370e-02         6.057680e-07         2.567859e-02         2.062353e-03        -1.051192e-03
  1590.971         2.511600e-02         5.677321e-07         2.496097e-02         2.012664e-03        -1.011064e-03
  1596.007         2.541070e-02         5.811333e-07         2.543038e-02         2.054863e-03        -1.023071e-03
  1601.035         2.472990e-02         5.504112e-07         2.454775e-02         1.986539e-03        -9.804668e-04
  1606.054         2.469160e-02         5.487076e-07         2.464372e-02         1.989083e-03        -9.765501e-04
  1611.064         2.449950e-02         5.402030e-07         2.418180e-02         1.966781e-03        -9.559603e-04
  1616.066         2.532230e-02         5.770970e-07         2.462662e-02         2.015238e-03        -9.711492e-04
  1621.060         2.550040e-02         5.852434e-07         2.501294e-02         2.042198e-03        -9.799820e-04
  1626.045         2.558970e-02         5.893495e-07         2.562475e-02         2.092149e-03        -9.996807e-04
  1631.023         2.562920e-02         5.911703e-07         2.535970e-02         2.073300e-03        -9.865638e-04
  1635.992         2.491650e-02         5.587488e-07         2.454330e-02         2.022292e-03        -9.588074e-04
  1640.954         2.363980e-02         5.029561e-07         2.341355e-02         1.940722e-03        -9.183187e-04
  1645.907         2.394970e-02         5.162293e-07         2.385380e-02         1.963787e-03        -9.349217e-04
  1650.852         2.422730e-02         5.282659e-07         2.382887e-02         1.964796e-03        -9.376915e-04
  1655.790         2.381420e-02         5.104045e-07         2.394001e-02         1.976343e-03        -9.425161e-04
